bin	marker_lineage	genomes	markers	marker_sets	completeness	contamination	strain_heterogeneity	genome_size	ambiguous_bases	scaffolds	contigs	N50_scaffolds	N50_contigs	mean_scaffold_length	mean_contig_length	longest_scaffold	longest_contig	gc	gc_std_scaffolds	coding_density	translation_table	predicted_genes	0	1	2	3	4	5+
SPAdes-MetaBAT2Refined-S3.98_sub	k__Bacteria (UID3187)	2258	187	116	92.40	3.07	20.00	4136662	975	299	342	23959	23710	13834	12092	108579	108579	57.4	5.10	88.70	11	3769	19	163	5	0	0	0
SPAdes-MetaBAT2Refined-S3.99_sub	k__Bacteria (UID1453)	901	171	117	78.32	40.88	10.96	5146192	29017	1904	3097	2794	2063	2702	1652	12134	10169	71.7	2.21	87.56	11	6803	49	83	28	7	4	0
SPAdes-MetaBAT2Refined-S7.10	p__Euryarchaeota (UID3)	148	187	124	96.33	0.81	0.00	1676172	700	72	79	43347	42229	23280	21208	262513	262513	45.5	1.74	90.00	11	1773	7	179	1	0	0	0
SPAdes-MetaBAT2Refined-S7.100	k__Bacteria (UID3187)	2258	190	119	95.42	2.02	0.00	4270614	1470	122	143	72525	62489	35005	29854	228852	228852	64.0	2.64	87.84	11	3961	8	178	4	0	0	0
SPAdes-MetaBAT2Refined-S7.103_sub	k__Bacteria (UID3187)	2258	181	110	81.46	1.82	0.00	2166644	3358	167	202	20865	17908	12973	10709	74262	73270	59.8	2.33	89.48	11	2110	46	133	2	0	0	0
SPAdes-MetaBAT2Refined-S7.119	c__Gammaproteobacteria (UID4202)	67	481	276	94.89	7.21	21.95	4360730	1380	238	259	71564	71564	18322	16831	244063	244063	65.7	6.81	88.78	11	4069	19	438	19	4	0	1
SPAdes-MetaBAT2Refined-S7.12	o__Rhodospirillales (UID3754)	63	336	201	97.94	0.75	50.00	3279781	100	56	57	123499	121502	58567	57538	389251	389251	66.2	1.68	92.32	11	3067	24	310	2	0	0	0
SPAdes-MetaBAT2Refined-S7.122	c__Betaproteobacteria (UID3959)	235	419	211	97.08	1.18	33.33	2177509	1337	198	230	17080	13800	10997	9461	63469	63469	57.1	1.77	93.52	11	2303	11	405	3	0	0	0
SPAdes-MetaBAT2Refined-S7.124_sub	c__Gammaproteobacteria (UID4266)	1097	270	172	92.91	1.26	0.00	2747021	590	242	265	17988	17055	11351	10363	74923	74923	38.9	2.95	90.14	11	2652	36	231	3	0	0	0
SPAdes-MetaBAT2Refined-S7.132	p__Euryarchaeota (UID3)	148	187	124	80.98	0.97	50.00	1289548	426	274	316	5414	4814	4706	4079	15451	15451	48.5	1.54	90.58	11	1522	39	146	2	0	0	0
SPAdes-MetaBAT2Refined-S7.135	p__Euryarchaeota (UID3)	148	187	124	94.13	0.81	0.00	1884318	584	185	197	14682	13692	10185	9562	47585	47585	44.8	1.81	88.98	11	2076	15	171	1	0	0	0
SPAdes-MetaBAT2Refined-S7.22_sub	k__Bacteria (UID3187)	2258	187	116	90.55	2.59	66.67	2853513	320	206	211	24534	24105	13852	13522	138085	124985	62.0	1.93	89.48	11	2503	38	146	3	0	0	0
SPAdes-MetaBAT2Refined-S7.25	k__Bacteria (UID3060)	138	338	246	56.50	0.81	0.00	818122	1500	22	37	55757	35092	37187	22070	95830	75020	33.2	0.70	91.30	11	824	123	213	2	0	0	0
SPAdes-MetaBAT2Refined-S7.33	k__Bacteria (UID203)	5449	104	58	77.01	0.00	0.00	786427	130	23	27	57776	47341	34192	29122	82452	82452	55.8	1.86	90.67	11	857	15	89	0	0	0	0
SPAdes-MetaBAT2Refined-S7.39_sub	k__Bacteria (UID3187)	2258	190	119	82.64	4.86	27.27	3118815	2250	366	393	13285	11828	8521	7930	42044	42044	64.9	2.45	87.51	11	3266	41	138	11	0	0	0
SPAdes-MetaBAT2Refined-S7.4	p__Euryarchaeota (UID3)	148	187	124	98.28	1.21	0.00	2193274	200	156	165	35111	35111	14059	13291	195581	195581	44.6	9.63	88.68	11	2355	6	179	2	0	0	0
SPAdes-MetaBAT2Refined-S7.44	p__Euryarchaeota (UID3)	148	187	124	96.87	1.61	0.00	1816837	160	123	139	23679	19621	14771	13069	56253	56253	41.5	1.63	90.39	11	1995	6	178	3	0	0	0
SPAdes-MetaBAT2Refined-S7.5	k__Bacteria (UID3187)	2258	181	110	87.71	1.82	0.00	2425093	0	63	63	77128	77128	38493	38493	214178	214178	55.1	2.26	90.18	11	2351	41	138	2	0	0	0
SPAdes-MetaBAT2Refined-S7.52	k__Bacteria (UID1453)	901	171	117	92.82	3.18	50.00	3676905	4827	559	650	8709	7646	6577	5649	39773	39773	75.2	2.16	89.96	11	3676	13	152	6	0	0	0
SPAdes-MetaBAT2Refined-S7.56_sub	p__Firmicutes (UID239)	1324	175	101	27.54	2.48	0.00	1744530	1294	604	692	2616	2494	2888	2519	49228	49228	61.9	7.55	86.80	11	2177	124	48	3	0	0	0
SPAdes-MetaBAT2Refined-S7.59	c__Gammaproteobacteria (UID4267)	119	544	284	100.00	2.11	0.00	3519119	460	66	76	151310	130029	53319	46298	361245	361245	63.9	2.05	85.98	11	3264	0	535	9	0	0	0
SPAdes-MetaBAT2Refined-S7.69	o__Rhodospirillales (UID3754)	63	336	201	99.50	0.02	0.00	3536187	110	83	85	77814	77145	42604	41600	429574	379916	63.3	1.77	91.33	11	3347	1	334	1	0	0	0
SPAdes-MetaBAT2Refined-S7.75	p__Proteobacteria (UID3880)	1495	261	164	95.73	1.22	0.00	2291582	1400	97	111	36606	32742	23624	20632	106991	106991	60.3	1.41	88.21	11	2351	9	250	2	0	0	0
SPAdes-MetaBAT2Refined-S7.77	c__Gammaproteobacteria (UID4202)	67	481	276	93.44	4.31	5.56	4231882	907	202	215	33929	32453	20949	19678	161969	158327	67.4	1.97	88.13	11	3861	36	432	12	0	1	0
SPAdes-MetaBAT2Refined-S7.78	k__Bacteria (UID1453)	901	171	117	97.44	1.38	33.33	2841816	1848	305	371	12857	11043	9317	7654	44867	44867	56.2	1.36	85.35	11	2884	3	165	3	0	0	0
SPAdes-MetaBAT2Refined-S7.7_sub	k__Archaea (UID2)	207	148	106	99.53	18.08	0.00	2158452	236	155	158	54645	54645	13925	13659	178761	178761	47.6	10.69	89.53	11	2345	1	118	24	5	0	0
SPAdes-MetaBAT2Refined-S7.8	k__Bacteria (UID1453)	901	171	117	99.15	1.28	0.00	2653563	1550	97	117	48243	43506	27356	22666	118110	118110	49.2	1.26	84.77	11	2518	1	168	2	0	0	0
SPAdes-MetaBAT2Refined-S7.90	c__Betaproteobacteria (UID3959)	235	419	211	97.47	0.71	50.00	2736646	200	104	106	43101	41761	26313	25815	115190	115190	65.4	1.92	91.72	11	2790	6	411	2	0	0	0

SPAdes-MaxBin2-S1.002	p__Proteobacteria (UID3882)	1493	258	161	51.35	7.76	91.30	1379094	500	233	238	10715	10098	5918	5792	59872	41513	59.0	3.10	92.48	11	1534	134	101	23	0	0	0
SPAdes-MaxBin2-S1.003	k__Bacteria (UID3187)	2258	181	110	91.76	1.82	0.00	2637730	500	58	63	140009	140009	45478	41860	288947	288947	49.8	3.19	89.47	11	2559	31	148	2	0	0	0
SPAdes-MaxBin2-S1.005	k__Bacteria (UID203)	5449	104	58	15.00	6.61	6.25	816448	591	226	236	5534	5020	3612	3457	45789	45789	56.2	4.82	87.74	11	988	80	8	16	0	0	0
SPAdes-MaxBin2-S1.006	k__Bacteria (UID203)	5449	103	57	0.00	0.00	0.00	1513257	459	308	317	7922	7901	4913	4772	72643	72643	55.8	5.23	86.71	11	1851	103	0	0	0	0	0
SPAdes-MaxBin2-S1.007	k__Bacteria (UID3187)	2258	181	110	76.38	8.18	9.09	4975584	1422	594	622	19937	19913	8376	7997	290748	192033	50.8	6.64	87.82	11	5706	36	136	8	1	0	0
SPAdes-MaxBin2-S1.009	k__Bacteria (UID203)	5449	104	58	98.28	33.95	3.85	5737439	5715	801	875	17304	15010	7162	6550	106906	80786	56.4	3.91	89.54	11	6493	1	53	49	1	0	0
SPAdes-MaxBin2-S1.010	o__Rhodospirillales (UID3754)	63	336	201	94.85	1.46	22.22	3844498	2937	406	537	16992	11682	9469	7153	63540	60676	62.9	4.34	90.53	11	3932	26	301	9	0	0	0
SPAdes-MaxBin2-S1.011	c__Betaproteobacteria (UID3959)	235	419	211	92.84	3.31	0.00	4000825	6830	486	580	24214	18134	8232	6886	131376	131376	54.4	3.25	87.65	11	4491	25	382	11	1	0	0
SPAdes-MaxBin2-S1.012	c__Betaproteobacteria (UID3888)	323	386	233	98.71	2.22	0.00	3817983	3690	217	267	53071	42256	17594	14285	226272	226272	63.5	7.78	89.42	11	3599	4	375	7	0	0	0
SPAdes-MaxBin2-S1.014	o__Rhodospirillales (UID3754)	63	336	201	83.46	1.99	33.33	3080802	3089	249	294	24115	21323	12372	10468	93414	93414	66.9	1.81	92.12	11	3033	39	291	6	0	0	0
SPAdes-MaxBin2-S1.015	k__Bacteria (UID3187)	2258	187	116	93.10	6.08	12.50	3434243	1919	148	181	62248	54932	23204	18963	186795	150121	61.6	1.35	87.28	11	2918	32	147	8	0	0	0
SPAdes-MaxBin2-S1.017	k__Bacteria (UID203)	5449	104	58	98.28	25.94	37.04	6549699	2364	657	757	32509	31288	9969	8649	239656	206625	58.4	1.97	87.82	11	6214	1	61	36	6	0	0
SPAdes-MaxBin2-S1.020	k__Bacteria (UID203)	5449	104	58	99.31	60.55	6.41	10689910	21468	3139	4122	5953	4802	3405	2588	94292	90680	53.6	3.50	87.24	11	13506	2	47	45	9	1	0
SPAdes-MaxBin2-S15.001	k__Bacteria (UID3187)	2258	181	110	91.58	1.82	0.00	2218158	1200	104	116	47778	46608	21328	19111	143024	123476	55.9	5.05	89.50	11	2165	23	156	2	0	0	0
SPAdes-MaxBin2-S15.005	o__Actinomycetales (UID1590)	562	286	170	87.06	2.79	0.00	2833809	35420	205	561	25668	7771	13823	4988	122540	52931	76.0	1.67	87.84	11	2742	61	219	6	0	0	0
SPAdes-MaxBin2-S15.007	p__Proteobacteria (UID3882)	1493	258	161	28.11	0.72	0.00	936147	380	275	286	9853	9853	3404	3271	90942	90942	56.2	5.64	89.52	11	1144	181	74	3	0	0	0
SPAdes-MaxBin2-S15.009	p__Proteobacteria (UID3882)	1493	258	161	31.67	3.40	16.67	1288883	430	404	429	5958	5958	3190	3003	64763	64763	55.5	4.25	88.35	11	1516	173	73	12	0	0	0
SPAdes-MaxBin2-S15.011	k__Bacteria (UID1453)	901	171	117	74.36	0.85	0.00	2067721	700	129	136	29049	26751	16028	15198	112040	76711	47.6	1.44	82.15	11	1875	37	133	1	0	0	0
SPAdes-MaxBin2-S15.012	k__Bacteria (UID1453)	901	171	117	99.15	1.28	0.00	3054075	1420	90	106	177918	122755	33934	28798	380160	315668	55.3	2.40	88.22	11	3047	1	168	2	0	0	0
SPAdes-MaxBin2-S15.019	o__Rhodospirillales (UID3754)	63	336	201	91.58	1.74	75.00	4002507	11740	411	532	18424	12950	9738	7501	76082	72999	71.0	2.73	89.15	11	4029	27	305	4	0	0	0
SPAdes-MaxBin2-S15.020	root (UID1)	5656	56	24	0.00	0.00	0.00	1256185	840	250	262	12573	10264	5024	4791	71311	61735	68.6	3.41	86.05	11	1419	56	0	0	0	0	0
SPAdes-MaxBin2-S15.023	k__Bacteria (UID203)	5449	104	58	58.62	0.00	0.00	1675944	9128	259	372	12886	7151	6470	4480	81402	30945	63.2	3.01	90.62	11	1850	66	38	0	0	0	0
SPAdes-MaxBin2-S15.027	p__Actinobacteria (UID1454)	732	200	117	98.29	2.99	0.00	4878135	2550	236	266	74873	49911	20670	18329	255988	167490	71.0	2.61	88.41	11	4892	2	195	2	1	0	0
SPAdes-MaxBin2-S15.031	o__Actinomycetales (UID1802)	274	388	214	94.04	3.81	0.00	5212318	1788	390	415	68530	53378	13364	12555	190341	155279	69.0	2.14	88.87	11	5314	14	362	11	0	1	0
SPAdes-MaxBin2-S15.032	o__Rhodospirillales (UID3754)	63	336	201	96.79	4.10	0.00	4417491	2438	388	420	33762	29008	11385	10512	286363	286363	66.7	2.83	90.63	11	4444	10	314	12	0	0	0
SPAdes-MaxBin2-S15.034	o__Actinomycetales (UID1663)	488	309	185	95.63	6.40	0.00	4050443	1930	234	256	71343	58882	17309	15814	243939	163479	71.3	1.87	89.56	11	4061	27	269	13	0	0	0
SPAdes-MaxBin2-S15.036	k__Bacteria (UID1453)	901	171	117	97.44	1.28	0.00	2756382	2028	258	282	28023	24129	10683	9767	132380	110531	48.4	2.25	87.25	11	2663	12	157	2	0	0	0
SPAdes-MaxBin2-S15.037	k__Bacteria (UID3187)	2258	187	116	84.68	15.56	26.67	4621237	1602	458	489	25310	23132	10090	9447	104438	104438	58.5	1.68	89.44	11	4263	36	121	30	0	0	0
SPAdes-MaxBin2-S15.039	k__Bacteria (UID203)	5449	104	58	95.69	67.93	26.23	6495707	6678	1120	1285	12327	9559	5799	5049	122956	117482	70.9	1.93	91.61	11	7029	3	45	55	0	1	0
SPAdes-MaxBin2-S15.043	k__Bacteria (UID3187)	2258	181	110	90.02	1.82	0.00	2710512	641	128	137	48268	44835	21175	19780	240776	204536	52.6	2.44	88.22	11	2766	43	136	2	0	0	0
SPAdes-MaxBin2-S15.046	o__Actinomycetales (UID1696)	455	311	187	95.23	18.82	2.86	8081335	2686	518	611	47226	38179	15601	13222	146022	112633	70.8	1.22	87.55	11	7982	18	242	43	7	1	0
SPAdes-MaxBin2-S15.047	p__Firmicutes (UID239)	1324	173	101	85.90	18.78	0.00	3425278	2640	625	706	14365	11606	5480	4847	59856	51397	74.1	1.77	88.76	11	3533	28	126	14	4	1	0
SPAdes-MaxBin2-S15.048	k__Bacteria (UID203)	5449	104	58	100.00	32.01	3.28	6827500	1890	730	817	74617	59879	9352	8354	285282	257128	70.8	1.46	87.57	11	7271	0	67	28	7	2	0
SPAdes-MaxBin2-S15.050	p__Firmicutes (UID239)	1324	173	101	92.08	9.81	0.00	5348911	4221	765	875	34897	28609	6992	6108	244418	165825	68.2	1.78	85.02	11	5725	8	144	19	2	0	0
SPAdes-MaxBin2-S15.052	k__Archaea (UID2)	207	149	107	19.87	5.12	40.00	5732843	3361	1196	1263	6533	6357	4793	4536	41592	41592	49.8	0.81	79.18	4	7265	112	29	7	1	0	0
SPAdes-MaxBin2-S15.056	k__Bacteria (UID203)	5449	104	58	95.53	56.94	31.51	20181541	11774	3365	3720	11641	10741	5997	5421	113956	113956	46.4	1.73	72.53	4	25384	4	43	49	8	0	0
SPAdes-MaxBin2-S15.057	o__Rhodospirillales (UID3754)	63	336	201	75.65	11.34	4.35	5578363	3169	1930	2191	3361	3127	2890	2544	50774	50774	64.4	1.98	88.68	11	6812	78	225	28	4	1	0
SPAdes-MaxBin2-S15.059	k__Bacteria (UID203)	5449	104	58	89.76	70.49	56.41	8770994	7046	3041	3328	3701	3483	2884	2633	55784	55784	67.2	1.93	89.01	11	11232	16	39	36	12	1	0
SPAdes-MaxBin2-S15.060	o__Rhodospirillales (UID3754)	63	336	201	75.22	15.85	4.92	3586789	1194	778	867	7611	6789	4610	4135	26874	23375	72.0	1.56	92.82	11	3972	109	195	25	5	1	1
SPAdes-MaxBin2-S15.063	k__Bacteria (UID203)	5449	104	58	19.37	4.81	13.64	6070489	5029	2848	3219	2239	2091	2131	1884	26641	26641	60.8	1.69	80.76	11	8060	67	23	10	4	0	0
SPAdes-MaxBin2-S15.066	k__Archaea (UID2)	207	149	107	60.99	49.07	19.78	29824059	25814	15010	17057	2131	1968	1986	1746	25450	25450	55.6	1.78	86.45	4	42192	53	38	39	8	4	7
SPAdes-MaxBin2-S17.002	k__Bacteria (UID203)	5449	103	57	44.74	0.00	0.00	1548382	630	82	91	42522	40251	18882	17008	114739	85046	57.5	5.20	90.12	11	1519	73	30	0	0	0	0
SPAdes-MaxBin2-S17.003	k__Bacteria (UID3187)	2258	181	110	37.27	0.00	0.00	892916	687	71	83	28723	24717	12576	10749	72755	72755	53.9	6.07	88.94	11	888	112	69	0	0	0	0
SPAdes-MaxBin2-S17.007	o__Actinomycetales (UID1590)	562	286	170	88.48	2.94	0.00	2977155	35120	267	620	19869	6622	11150	4745	75482	36541	75.8	5.09	87.98	11	2918	29	251	6	0	0	0
SPAdes-MaxBin2-S17.010	o__Actinomycetales (UID1696)	455	311	187	76.57	1.34	0.00	2755836	730	123	133	68090	53360	22405	20715	213045	213045	69.0	5.51	89.99	11	2767	62	246	2	1	0	0
SPAdes-MaxBin2-S17.012	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	902991	410	235	240	7421	6184	3842	3760	37181	37181	58.0	4.58	85.17	11	1014	98	6	0	0	0	0
SPAdes-MaxBin2-S17.016	root (UID1)	5656	56	24	0.00	0.00	0.00	1438040	1554	408	437	5146	4423	3524	3287	53907	48603	56.1	5.10	86.24	11	1679	56	0	0	0	0	0
SPAdes-MaxBin2-S17.021	k__Bacteria (UID1453)	901	171	117	98.29	2.99	25.00	3292232	6500	162	227	44892	32419	20322	14474	206807	139691	70.1	1.82	91.50	11	3250	2	165	4	0	0	0
SPAdes-MaxBin2-S17.022	k__Bacteria (UID3187)	2258	188	117	96.87	71.65	4.55	6719692	6400	800	864	18965	17098	8399	7770	193402	193402	69.5	2.56	88.33	11	6412	16	79	86	6	1	0
SPAdes-MaxBin2-S17.027	k__Bacteria (UID3060)	138	338	246	58.13	1.22	0.00	876150	574	30	35	84963	84963	29205	25016	142575	142575	33.3	2.43	90.62	11	896	119	216	3	0	0	0
SPAdes-MaxBin2-S17.030	k__Bacteria (UID3187)	2258	187	116	98.92	15.16	17.65	5152837	2461	332	360	81521	81521	15520	14306	234589	191563	61.5	1.54	87.13	11	4596	2	151	34	0	0	0
SPAdes-MaxBin2-S17.031	k__Bacteria (UID203)	5449	104	58	9.46	0.00	0.00	2589864	1349	535	553	10060	9904	4840	4680	132043	132043	56.5	2.32	86.53	11	2856	91	13	0	0	0	0
SPAdes-MaxBin2-S17.034	k__Bacteria (UID1453)	901	171	117	92.79	5.51	11.11	3017479	7970	200	286	34603	21112	15087	10522	137245	82508	72.3	1.43	88.56	11	2826	12	150	9	0	0	0
SPAdes-MaxBin2-S17.044	c__Gammaproteobacteria (UID4202)	67	481	276	80.62	37.97	10.40	5035491	5580	776	839	12300	10930	6489	5995	65328	65328	68.3	1.64	89.89	11	5045	110	232	125	12	2	0
SPAdes-MaxBin2-S17.045	k__Bacteria (UID3187)	2258	187	116	54.06	1.39	100.00	1704047	3010	177	208	26391	22777	9627	8178	73970	73970	61.4	1.48	90.35	11	1568	79	99	8	1	0	0
SPAdes-MaxBin2-S17.046	k__Bacteria (UID203)	5449	104	58	100.00	32.21	71.43	4423487	110	193	195	375651	375651	22919	22683	666111	666111	59.3	1.29	90.35	11	3830	0	56	44	4	0	0
SPAdes-MaxBin2-S17.049	k__Bacteria (UID1452)	924	151	101	92.41	6.60	0.00	6784890	495	473	500	57943	54862	14344	13568	228368	228368	67.3	1.59	89.48	11	6610	24	120	6	1	0	0
SPAdes-MaxBin2-S17.052	k__Bacteria (UID203)	5449	104	58	75.00	0.00	0.00	2800694	9620	215	313	22173	15396	13026	8917	78344	59657	73.6	1.63	89.37	11	2694	53	51	0	0	0	0
SPAdes-MaxBin2-S17.053	o__Actinomycetales (UID1802)	274	388	214	9.46	0.82	12.50	1614387	1106	575	627	3679	3452	2807	2573	27746	27746	68.8	1.61	86.19	11	1967	328	52	8	0	0	0
SPAdes-MaxBin2-S17.056	k__Bacteria (UID3187)	2258	188	117	87.67	53.36	24.73	8704728	10670	1129	1246	17821	14432	7710	6977	423559	423559	55.9	1.66	88.06	11	8607	37	85	57	6	3	0
SPAdes-MaxBin2-S17.058	k__Bacteria (UID203)	5449	104	58	39.66	19.83	30.77	2392650	1278	451	470	8024	7899	5305	5088	78031	49175	61.6	1.30	90.06	11	2358	79	14	10	1	0	0
SPAdes-MaxBin2-S17.059	k__Bacteria (UID203)	5449	104	58	37.35	16.85	40.91	1047854	640	246	256	6718	6445	4259	4090	48728	48728	60.0	1.16	86.87	11	1124	48	33	14	8	1	0
SPAdes-MaxBin2-S17.061	k__Bacteria (UID3187)	2258	187	116	35.71	3.54	16.67	1446030	905	221	239	10556	9724	6543	6046	32926	32926	60.4	1.01	86.93	11	1430	116	65	6	0	0	0
SPAdes-MaxBin2-S17.064	k__Bacteria (UID203)	5449	104	58	92.79	74.55	55.45	9143154	23645	1365	1610	15338	11500	6698	5664	188774	188774	56.9	1.86	87.98	11	8917	16	45	27	10	4	2
SPAdes-MaxBin2-S17.065	k__Bacteria (UID1452)	924	151	101	94.98	4.27	42.86	4658674	4026	559	615	22152	18788	8333	7568	125779	100814	65.5	1.90	85.67	11	4405	10	134	7	0	0	0
SPAdes-MaxBin2-S17.066	k__Bacteria (UID203)	5449	104	58	94.83	19.66	3.33	3649672	14997	584	772	18025	9925	6249	4708	126824	126824	70.8	1.92	90.41	11	3788	3	75	24	2	0	0
SPAdes-MaxBin2-S17.069	k__Bacteria (UID3187)	2258	190	119	94.96	3.36	0.00	3980595	510	86	101	160036	155523	46285	39406	535956	535956	62.6	1.43	88.34	11	3814	6	180	4	0	0	0
SPAdes-MaxBin2-S17.070	o__Actinomycetales (UID1590)	562	286	170	36.13	6.52	13.64	1750286	1148	588	649	3554	3298	2976	2695	64132	55179	70.9	1.34	90.32	11	2222	173	91	22	0	0	0
SPAdes-MaxBin2-S17.071	k__Bacteria (UID1452)	924	161	108	88.27	8.33	77.78	2389618	19000	372	562	12730	6077	6423	4218	53233	49230	63.5	1.95	90.76	11	2672	18	134	9	0	0	0
SPAdes-MaxBin2-S17.072	k__Bacteria (UID203)	5449	104	58	86.21	67.03	9.71	6978994	21567	1226	1486	12668	8403	5692	4681	116740	83193	68.0	1.22	86.97	11	7963	8	36	29	20	6	5
SPAdes-MaxBin2-S17.074	k__Bacteria (UID3187)	2258	187	116	92.33	46.37	22.11	4325221	3803	471	521	26139	23719	9183	8294	146367	131885	61.0	1.52	89.67	11	3857	27	97	52	9	1	1
SPAdes-MaxBin2-S17.075	k__Bacteria (UID203)	5449	104	58	85.19	49.06	50.82	6687157	5162	1054	1135	15145	13723	6344	5887	145531	145531	57.6	1.39	88.14	11	6706	10	42	31	13	7	1
SPAdes-MaxBin2-S17.077	k__Bacteria (UID203)	5449	104	58	84.96	68.52	24.24	4991095	9180	567	684	16313	12504	8802	7283	81051	59425	70.2	1.01	90.88	11	5179	28	31	36	8	1	0
SPAdes-MaxBin2-S17.080	k__Bacteria (UID1452)	924	151	101	96.53	10.52	6.67	5546825	1445	473	501	62678	45837	11726	11068	336062	336062	64.7	1.74	85.75	11	5225	4	134	12	1	0	0
SPAdes-MaxBin2-S17.082	k__Bacteria (UID203)	5449	104	58	92.24	60.34	10.14	4516547	5397	1022	1147	10556	8440	4419	3932	123659	93317	72.2	1.19	90.72	11	5212	6	57	30	9	2	0
SPAdes-MaxBin2-S17.085	k__Bacteria (UID203)	5449	103	57	100.00	38.14	1.89	7036174	1321	383	422	33246	30308	18371	16670	213700	213700	71.7	1.66	87.77	11	6174	0	60	38	5	0	0
SPAdes-MaxBin2-S17.091	k__Bacteria (UID203)	5449	104	58	94.83	48.12	8.60	4584470	4036	690	776	30689	24886	6644	5902	144972	124753	70.2	1.79	90.81	11	4807	3	68	16	11	4	2
SPAdes-MaxBin2-S17.092	k__Bacteria (UID1453)	901	171	117	96.50	0.43	0.00	1967277	1150	92	108	41768	37714	21383	18204	130738	130738	71.6	1.58	93.05	11	2014	5	165	1	0	0	0
SPAdes-MaxBin2-S17.094	k__Bacteria (UID203)	5449	104	58	68.76	50.00	0.00	4593845	12420	1504	1708	4269	3526	3054	2682	71443	61191	75.4	1.56	91.73	11	5592	54	25	16	9	0	0
SPAdes-MaxBin2-S17.095	k__Bacteria (UID1453)	901	171	117	17.28	2.74	0.00	7112533	4735	2294	2492	4016	3698	3100	2852	64795	64795	53.9	1.79	85.25	11	8508	137	31	2	1	0	0
SPAdes-MaxBin2-S17.098	k__Bacteria (UID203)	5449	104	58	88.56	41.09	17.72	6544690	11098	1597	1821	8020	6586	4098	3587	69251	69251	69.9	1.36	89.36	11	7392	14	52	22	13	3	0
SPAdes-MaxBin2-S17.099	k__Bacteria (UID2565)	2921	143	88	90.91	8.60	38.46	6591166	16166	1203	1405	9277	7301	5478	4679	56118	56118	59.5	1.65	87.32	11	6402	9	123	10	1	0	0
SPAdes-MaxBin2-S17.100	k__Bacteria (UID203)	5449	104	58	23.04	0.00	0.00	2251523	1201	601	647	5115	4695	3746	3478	115360	115360	69.8	1.47	91.25	11	2578	85	19	0	0	0	0
SPAdes-MaxBin2-S17.101	k__Bacteria (UID1452)	924	151	101	92.34	6.14	62.50	4685036	4106	1260	1443	5000	4535	3718	3243	25516	19081	66.2	2.03	85.82	11	4986	16	127	8	0	0	0
SPAdes-MaxBin2-S17.103	k__Bacteria (UID1453)	901	171	117	93.52	29.29	2.04	3930742	2243	1031	1163	5393	5067	3812	3377	39162	39162	63.7	1.78	92.10	11	4580	11	119	37	4	0	0
SPAdes-MaxBin2-S17.104	o__Rhodospirillales (UID3754)	63	336	201	88.00	1.04	0.00	2889743	362	73	81	102697	85673	39585	35671	214064	214064	70.5	1.06	92.75	11	2851	38	293	5	0	0	0
SPAdes-MaxBin2-S17.107	k__Bacteria (UID3187)	2258	182	112	91.96	2.23	0.00	4179204	1456	326	353	247253	179758	12819	11834	659521	659521	57.5	2.96	90.48	11	4123	9	170	3	0	0	0
SPAdes-MaxBin2-S17.110	k__Bacteria (UID203)	5449	104	58	92.95	45.65	7.59	9437854	7214	2568	2851	5652	5055	3675	3307	48827	44340	62.7	1.46	87.38	11	11482	5	52	37	6	4	0
SPAdes-MaxBin2-S17.113	k__Bacteria (UID3187)	2258	190	119	96.22	10.34	0.00	3977971	827	434	510	37012	30604	9165	7798	120101	120101	63.3	1.92	89.36	11	4119	5	165	20	0	0	0
SPAdes-MaxBin2-S17.116	k__Bacteria (UID203)	5449	104	58	52.59	12.93	0.00	4818862	7675	1500	1665	6417	5287	3212	2889	62135	58249	71.9	1.77	92.02	11	5760	71	25	7	1	0	0
SPAdes-MaxBin2-S17.118	k__Bacteria (UID203)	5449	103	57	91.79	47.83	0.00	10758365	8129	2732	3069	6441	5773	3937	3502	79535	79535	65.5	1.33	87.20	11	12804	7	50	36	5	5	0
SPAdes-MaxBin2-S17.123	k__Bacteria (UID1453)	901	171	117	77.00	41.83	2.15	3851953	4018	1074	1254	6141	5097	3586	3068	47935	36184	71.0	1.50	90.85	11	4416	43	71	45	8	4	0
SPAdes-MaxBin2-S17.125	o__Actinomycetales (UID1696)	455	311	187	44.20	18.23	1.35	6434424	6872	3326	3798	1913	1798	1934	1692	36744	36744	69.8	1.53	86.81	11	9056	171	104	22	12	1	1
SPAdes-MaxBin2-S17.127	k__Bacteria (UID3187)	2258	187	116	66.58	33.67	29.31	3615064	827	745	800	7546	7216	4852	4517	30737	30243	61.9	1.10	86.64	11	3585	67	77	37	5	1	0
SPAdes-MaxBin2-S17.128	k__Bacteria (UID203)	5449	104	58	51.10	20.41	12.20	1880429	773	521	564	5806	5423	3609	3332	27923	24822	58.3	1.39	81.86	11	2089	34	45	17	8	0	0
SPAdes-MaxBin2-S17.129	k__Bacteria (UID3187)	2258	188	117	61.65	4.20	0.00	1767267	950	311	368	8734	7630	5682	4799	43807	41083	59.0	1.13	83.25	11	1648	74	103	11	0	0	0
SPAdes-MaxBin2-S17.130	k__Bacteria (UID3187)	2258	181	110	2.78	0.15	0.00	2180695	2021	1110	1249	1949	1835	1964	1744	50781	33967	45.6	2.66	83.53	11	3275	156	22	3	0	0	0
