chrom	length	bases	mean	min	max
NODE_3928_length_17188_cov_14.715636	17188	794357	46.22	8	80
NODE_3975_length_17048_cov_6.047196	17048	123834	7.26	1	39
NODE_4107_length_16629_cov_6.462471	16629	117621	7.07	1	30
NODE_4165_length_16425_cov_5.855651	16425	110562	6.73	1	18
NODE_4276_length_16037_cov_6.081717	16037	106057	6.61	0	21
NODE_4347_length_15755_cov_6.253121	15755	104804	6.65	1	23
NODE_4386_length_15644_cov_6.572647	15644	107553	6.88	1	23
NODE_4419_length_15550_cov_5.573992	15550	98199	6.32	0	18
NODE_4479_length_15368_cov_5.712467	15368	100849	6.56	1	22
NODE_4667_length_14868_cov_4.919193	14868	89390	6.01	1	28
NODE_4671_length_14860_cov_5.815670	14860	99402	6.69	1	26
NODE_4692_length_14778_cov_5.938532	14778	97756	6.61	0	14
NODE_4731_length_14677_cov_6.178908	14677	98322	6.70	1	33
NODE_4737_length_14659_cov_5.788962	14659	95663	6.53	1	18
NODE_4771_length_14572_cov_5.483364	14572	99087	6.80	0	22
NODE_4781_length_14545_cov_5.428364	14545	90948	6.25	0	15
NODE_4796_length_14487_cov_5.817004	14487	92922	6.41	1	19
NODE_4826_length_14412_cov_5.728356	14412	88840	6.16	1	19
NODE_4879_length_14278_cov_5.583281	14278	96623	6.77	1	20
NODE_4922_length_14144_cov_7.541344	14144	120866	8.55	1	66
NODE_4927_length_14132_cov_5.765362	14132	90525	6.41	1	22
NODE_4939_length_14098_cov_5.812932	14098	91532	6.49	1	19
NODE_4970_length_14025_cov_6.686185	14025	120687	8.61	1	48
NODE_5032_length_13877_cov_6.242078	13877	95260	6.86	1	24
NODE_5035_length_13866_cov_5.773586	13866	99514	7.18	0	48
NODE_5054_length_13829_cov_6.277116	13829	93880	6.79	1	19
NODE_5111_length_13716_cov_5.423102	13716	91252	6.65	1	27
NODE_5121_length_13683_cov_5.573672	13683	91228	6.67	1	27
NODE_5155_length_13602_cov_5.773824	13602	91691	6.74	0	17
NODE_5178_length_13545_cov_6.220163	13545	94507	6.98	1	18
NODE_5227_length_13442_cov_6.533129	13442	95262	7.09	1	20
NODE_5377_length_13101_cov_5.858884	13101	84393	6.44	1	15
NODE_5433_length_12957_cov_5.447605	12957	84631	6.53	1	31
NODE_5452_length_12918_cov_5.686854	12918	82083	6.35	1	25
NODE_5453_length_12916_cov_5.436125	12916	82922	6.42	1	23
NODE_5571_length_12688_cov_6.158632	12688	89422	7.05	1	17
NODE_5577_length_12681_cov_6.027800	12681	102539	8.09	1	52
NODE_5579_length_12679_cov_6.672132	12679	105676	8.33	1	51
NODE_5590_length_12667_cov_5.296702	12667	79057	6.24	1	34
NODE_5601_length_12658_cov_5.308736	12658	79678	6.29	0	26
NODE_5610_length_12640_cov_5.865475	12640	83087	6.57	0	19
NODE_5676_length_12497_cov_5.541472	12497	86333	6.91	1	46
NODE_5732_length_12397_cov_5.729947	12397	99620	8.04	1	40
NODE_5734_length_12392_cov_5.599416	12392	82835	6.68	1	22
NODE_5760_length_12303_cov_5.976486	12303	82976	6.74	1	29
NODE_5813_length_12220_cov_5.825154	12220	76675	6.27	1	20
NODE_5827_length_12194_cov_6.326304	12194	87947	7.21	0	33
NODE_5837_length_12177_cov_5.812242	12177	93339	7.67	0	39
NODE_5854_length_12134_cov_6.347545	12134	84020	6.92	1	17
NODE_5855_length_12134_cov_5.493418	12134	84093	6.93	1	30
NODE_5869_length_12096_cov_6.039033	12096	80234	6.63	1	35
NODE_5888_length_12052_cov_5.795782	12052	83686	6.94	1	47
NODE_5901_length_12025_cov_4.608438	12025	70425	5.86	1	32
NODE_5965_length_11918_cov_5.738599	11918	71725	6.02	1	36
NODE_5992_length_11865_cov_5.238950	11865	100630	8.48	1	502
NODE_6012_length_11825_cov_5.750382	11825	83978	7.10	1	41
NODE_6037_length_11778_cov_5.813017	11778	102785	8.73	1	38
NODE_6055_length_11731_cov_5.909986	11731	81539	6.95	1	21
NODE_6064_length_11709_cov_5.957440	11709	79987	6.83	0	26
NODE_6066_length_11699_cov_5.893164	11699	76427	6.53	1	20
NODE_6081_length_11670_cov_5.696685	11670	75109	6.44	0	28
NODE_6086_length_11660_cov_6.841706	11660	89562	7.68	0	19
NODE_6090_length_11653_cov_5.961804	11653	112769	9.68	0	70
NODE_6092_length_11650_cov_5.778008	11650	82476	7.08	1	35
NODE_6136_length_11582_cov_5.519476	11582	77476	6.69	1	97
NODE_6140_length_11575_cov_20.263628	11575	262165	22.65	6	58
NODE_6201_length_11457_cov_5.617611	11457	71967	6.28	0	16
NODE_6281_length_11301_cov_5.285168	11301	69325	6.13	0	26
NODE_6321_length_11222_cov_5.271962	11222	66806	5.95	0	16
NODE_6341_length_11190_cov_5.023619	11190	64526	5.77	1	32
NODE_6391_length_11101_cov_5.580663	11101	68922	6.21	1	15
NODE_6415_length_11067_cov_9.453142	11067	130130	11.76	2	159
NODE_6426_length_11046_cov_5.405605	11046	70665	6.40	1	15
NODE_6492_length_10914_cov_5.345888	10914	74213	6.80	1	35
NODE_6509_length_10892_cov_5.011350	10892	65379	6.00	0	28
NODE_6540_length_10828_cov_5.914694	10828	74234	6.86	0	16
NODE_6632_length_10695_cov_5.809398	10695	69233	6.47	1	27
NODE_6640_length_10687_cov_5.147761	10687	68832	6.44	1	61
NODE_6656_length_10661_cov_5.772582	10661	68037	6.38	0	18
NODE_6668_length_10646_cov_6.686243	10646	76228	7.16	1	20
NODE_6713_length_10550_cov_22.381801	10550	320177	30.35	4	99
NODE_6715_length_10548_cov_6.525493	10548	73719	6.99	1	16
NODE_6746_length_10498_cov_6.765297	10498	77596	7.39	1	31
NODE_6832_length_10387_cov_5.621274	10387	61923	5.96	1	17
NODE_6836_length_10381_cov_11.123378	10381	170742	16.45	3	36
NODE_6845_length_10361_cov_5.977198	10361	67529	6.52	1	23
NODE_6879_length_10307_cov_5.715178	10307	65245	6.33	0	15
NODE_6895_length_10273_cov_6.125269	10273	75382	7.34	0	27
NODE_6930_length_10220_cov_4.945204	10220	60652	5.93	1	16
NODE_7022_length_10077_cov_4.808621	10077	63523	6.30	1	42
NODE_7033_length_10058_cov_6.607718	10058	76672	7.62	0	35
NODE_7080_length_9979_cov_5.545848	9979	65886	6.60	1	59
NODE_7081_length_9979_cov_5.212616	9979	61451	6.16	0	15
NODE_7097_length_9957_cov_5.439002	9957	66457	6.67	0	26
NODE_7111_length_9943_cov_6.311388	9943	70535	7.09	1	19
NODE_7177_length_9866_cov_5.893385	9866	64389	6.53	1	21
NODE_7190_length_9845_cov_6.267314	9845	81184	8.25	0	59
NODE_7236_length_9770_cov_4.714462	9770	58471	5.98	1	34
NODE_7240_length_9765_cov_5.178579	9765	67100	6.87	1	37
NODE_7271_length_9721_cov_6.134389	9721	68214	7.02	1	15
NODE_7301_length_9686_cov_5.937805	9686	67492	6.97	1	33
NODE_7309_length_9675_cov_5.268815	9675	56941	5.89	1	17
NODE_7322_length_9659_cov_6.306435	9659	73025	7.56	0	39
NODE_7356_length_9615_cov_6.189540	9615	65727	6.84	0	17
NODE_7367_length_9596_cov_5.573210	9596	71308	7.43	1	46
NODE_7388_length_9565_cov_6.095163	9565	75990	7.94	1	44
NODE_7392_length_9562_cov_5.834227	9562	59995	6.27	0	18
NODE_7407_length_9538_cov_5.663398	9538	61706	6.47	1	20
NODE_7419_length_9524_cov_6.445242	9524	73279	7.69	1	18
NODE_7424_length_9520_cov_5.257369	9520	58271	6.12	1	23
NODE_7435_length_9506_cov_5.144112	9506	55295	5.82	1	16
NODE_7463_length_9469_cov_5.609518	9469	60096	6.35	1	45
NODE_7545_length_9338_cov_5.978994	9338	59225	6.34	0	18
NODE_7569_length_9301_cov_5.829440	9301	62692	6.74	0	50
NODE_7615_length_9249_cov_5.474984	9249	58907	6.37	1	15
NODE_7622_length_9230_cov_6.200327	9230	63606	6.89	1	18
NODE_7670_length_9177_cov_6.015019	9177	69632	7.59	1	123
NODE_7690_length_9149_cov_5.385749	9149	57818	6.32	1	14
NODE_7717_length_9105_cov_5.594254	9105	57636	6.33	0	31
NODE_7778_length_9046_cov_18.391948	9046	533279	58.95	9	262
NODE_7841_length_8966_cov_5.999327	8966	58483	6.52	1	15
NODE_7844_length_8962_cov_5.465140	8962	58306	6.51	0	29
NODE_7857_length_8941_cov_4.448908	8941	48023	5.37	1	19
NODE_7860_length_8938_cov_5.782168	8938	59227	6.63	1	16
NODE_7874_length_8926_cov_5.746815	8926	57039	6.39	1	18
NODE_7876_length_8923_cov_6.051308	8923	62225	6.97	1	18
NODE_7917_length_8864_cov_5.214780	8864	53370	6.02	1	18
NODE_7934_length_8841_cov_5.334737	8841	132673	15.01	0	481
NODE_7955_length_8817_cov_5.202579	8817	57012	6.47	1	83
NODE_8003_length_8762_cov_5.735385	8762	61441	7.01	1	21
NODE_8065_length_8683_cov_5.898934	8683	59716	6.88	1	20
NODE_8117_length_8624_cov_5.732991	8624	61057	7.08	1	22
NODE_8144_length_8591_cov_5.247657	8591	52476	6.11	1	14
NODE_8153_length_8580_cov_5.175015	8580	49940	5.82	0	14
NODE_8160_length_8573_cov_5.719066	8573	53628	6.26	1	14
NODE_8178_length_8544_cov_4.831076	8544	48104	5.63	1	15
NODE_8188_length_8535_cov_4.972052	8535	50849	5.96	1	21
NODE_8198_length_8521_cov_5.531065	8521	54440	6.39	1	19
NODE_8230_length_8492_cov_5.334835	8492	56881	6.70	1	18
NODE_8285_length_8432_cov_5.422466	8432	63379	7.52	1	45
NODE_8302_length_8410_cov_9.853621	8410	117756	14.00	2	225
NODE_8318_length_8394_cov_6.102171	8394	53047	6.32	0	16
NODE_8324_length_8386_cov_6.132997	8386	57745	6.89	1	14
NODE_8340_length_8365_cov_6.510590	8365	60618	7.25	0	19
NODE_8346_length_8362_cov_6.550981	8362	60714	7.26	0	21
NODE_8372_length_8332_cov_5.511538	8332	50735	6.09	0	16
NODE_8403_length_8296_cov_6.033855	8296	55520	6.69	1	16
NODE_8406_length_8293_cov_5.174314	8293	46905	5.66	0	12
NODE_8408_length_8290_cov_6.560534	8290	69745	8.41	1	26
NODE_8431_length_8263_cov_5.379264	8263	49990	6.05	1	17
NODE_8471_length_8211_cov_5.902894	8211	55607	6.77	0	16
NODE_8500_length_8180_cov_5.148308	8180	50045	6.12	1	15
NODE_8505_length_8173_cov_6.913156	8173	60734	7.43	1	21
NODE_8512_length_8168_cov_6.060027	8168	56957	6.97	1	30
NODE_8536_length_8145_cov_5.826576	8145	57727	7.09	1	33
NODE_8598_length_8074_cov_5.656316	8074	51817	6.42	0	16
NODE_8604_length_8069_cov_4.326554	8069	40088	4.97	1	15
NODE_8649_length_8006_cov_5.213055	8006	47601	5.95	1	24
NODE_8653_length_8002_cov_5.081792	8002	49142	6.14	1	21
NODE_8710_length_7950_cov_7.170994	7950	66953	8.42	1	21
NODE_8720_length_7937_cov_6.098833	7937	53875	6.79	0	16
NODE_8737_length_7917_cov_5.664844	7917	49162	6.21	1	15
NODE_8761_length_7891_cov_5.143185	7891	48139	6.10	0	27
NODE_8781_length_7863_cov_6.111424	7863	53116	6.76	1	19
NODE_8787_length_7856_cov_5.817203	7856	47813	6.09	1	15
NODE_8815_length_7836_cov_5.125048	7836	45736	5.84	1	13
NODE_8831_length_7814_cov_6.277871	7814	59840	7.66	1	25
NODE_8861_length_7789_cov_5.569563	7789	54298	6.97	1	26
NODE_8878_length_7777_cov_5.917638	7777	51305	6.60	1	44
NODE_8887_length_7771_cov_5.719025	7771	84001	10.81	1	78
NODE_8947_length_7699_cov_6.919283	7699	57889	7.52	1	26
NODE_8963_length_7680_cov_5.111213	7680	46019	5.99	0	21
NODE_9009_length_7634_cov_6.178124	7634	45455	5.95	1	14
NODE_9022_length_7621_cov_5.026566	7621	45393	5.96	1	24
NODE_9034_length_7611_cov_4.545130	7611	41378	5.44	0	64
NODE_9073_length_7562_cov_5.254829	7562	48441	6.41	0	24
NODE_9168_length_7486_cov_6.114251	7486	55973	7.48	0	18
NODE_9257_length_7415_cov_5.705299	7415	47762	6.44	1	16
NODE_9298_length_7373_cov_6.995764	7373	73753	10.00	1	66
NODE_9311_length_7362_cov_5.832626	7362	51185	6.95	1	20
NODE_9416_length_7268_cov_6.263968	7268	51666	7.11	1	23
NODE_9433_length_7249_cov_6.274534	7249	49987	6.90	1	17
NODE_9495_length_7184_cov_6.699116	7184	51050	7.11	1	15
NODE_9507_length_7173_cov_5.317505	7173	45031	6.28	1	16
NODE_9535_length_7155_cov_5.580141	7155	44250	6.18	1	15
NODE_9544_length_7147_cov_5.232375	7147	44025	6.16	1	13
NODE_9546_length_7143_cov_119.914362	7143	934437	130.82	40	176
NODE_9566_length_7121_cov_5.797905	7121	44725	6.28	1	20
NODE_9582_length_7108_cov_4.337870	7108	36105	5.08	1	30
NODE_9675_length_7037_cov_5.810226	7037	44680	6.35	1	18
NODE_9690_length_7028_cov_4.831063	7028	40561	5.77	0	22
NODE_9701_length_7013_cov_5.344639	7013	44465	6.34	1	21
NODE_9720_length_7002_cov_6.399309	7002	48533	6.93	1	20
NODE_9736_length_6989_cov_5.951399	6989	49392	7.07	1	17
NODE_9767_length_6967_cov_6.090133	6967	46553	6.68	1	17
NODE_9820_length_6918_cov_5.511147	6918	45106	6.52	1	35
NODE_9827_length_6914_cov_6.235457	6914	51438	7.44	0	27
NODE_9840_length_6905_cov_4.406569	6905	37152	5.38	1	13
NODE_9871_length_6882_cov_5.969826	6882	61189	8.89	1	44
NODE_9872_length_6881_cov_5.998828	6881	47515	6.91	1	24
NODE_9904_length_6855_cov_5.960000	6855	42623	6.22	1	34
NODE_9950_length_6818_cov_5.541328	6818	43954	6.45	1	17
NODE_9974_length_6801_cov_5.797510	6801	44602	6.56	0	24
NODE_9991_length_6789_cov_5.956044	6789	47863	7.05	1	15
NODE_10054_length_6738_cov_6.444262	6738	48117	7.14	0	17
NODE_10139_length_6680_cov_6.999849	6680	50727	7.59	2	18
NODE_10141_length_6680_cov_4.985057	6680	198362	29.69	1	3325
NODE_10151_length_6678_cov_5.463083	6678	40155	6.01	1	13
NODE_10181_length_6656_cov_5.730192	6656	43568	6.55	0	16
NODE_10195_length_6642_cov_5.664794	6642	40962	6.17	0	16
NODE_10200_length_6637_cov_5.593285	6637	51504	7.76	1	71
NODE_10237_length_6602_cov_4.795173	6602	34716	5.26	0	24
NODE_10240_length_6598_cov_6.311631	6598	42712	6.47	0	25
NODE_10259_length_6585_cov_6.237213	6585	42161	6.40	1	15
NODE_10269_length_6578_cov_6.199448	6578	57648	8.76	1	30
NODE_10276_length_6574_cov_4.783709	6574	40003	6.09	1	30
NODE_10278_length_6572_cov_4.901335	6572	36798	5.60	1	15
NODE_10295_length_6562_cov_5.974335	6562	45213	6.89	1	16
NODE_10309_length_6549_cov_5.351247	6549	37501	5.73	1	12
NODE_10332_length_6534_cov_5.334928	6534	39840	6.10	0	21
NODE_10351_length_6520_cov_5.356690	6520	41732	6.40	1	28
NODE_10367_length_6509_cov_5.417261	6509	40288	6.19	0	15
NODE_10374_length_6507_cov_5.323001	6507	37389	5.75	1	15
NODE_10446_length_6467_cov_5.512789	6467	44393	6.86	1	26
NODE_10455_length_6462_cov_5.507570	6462	47079	7.29	1	28
NODE_10459_length_6461_cov_5.465189	6461	37275	5.77	0	15
NODE_10482_length_6448_cov_6.728140	6448	46998	7.29	1	26
NODE_10563_length_6396_cov_5.680177	6396	45796	7.16	1	21
NODE_10576_length_6387_cov_5.406822	6387	39285	6.15	0	15
NODE_10589_length_6374_cov_6.361133	6374	50335	7.90	1	33
NODE_10632_length_6347_cov_53.164495	6347	478364	75.37	25	555
NODE_10676_length_6311_cov_5.690537	6311	44727	7.09	1	24
NODE_10688_length_6301_cov_42.040986	6301	309308	49.09	16	140
NODE_10691_length_6300_cov_5.172778	6300	42609	6.76	1	21
NODE_10719_length_6280_cov_5.601928	6280	38335	6.10	1	15
NODE_10728_length_6269_cov_5.875443	6269	45986	7.34	1	29
NODE_10735_length_6265_cov_5.533172	6265	39374	6.28	1	13
NODE_10887_length_6155_cov_5.226721	6155	38550	6.26	1	16
NODE_10903_length_6135_cov_6.394737	6135	44156	7.20	1	27
NODE_10932_length_6118_cov_5.821211	6118	35833	5.86	1	24
NODE_10989_length_6087_cov_4.573110	6087	36832	6.05	1	31
NODE_11082_length_6019_cov_6.202046	6019	43216	7.18	1	80
NODE_11121_length_6001_cov_6.412378	6001	44698	7.45	1	68
NODE_11140_length_5983_cov_5.450236	5983	39354	6.58	1	16
NODE_11146_length_5980_cov_5.997131	5980	37812	6.32	1	35
NODE_11151_length_5979_cov_5.215057	5979	36259	6.06	1	18
NODE_11186_length_5960_cov_5.294327	5960	34639	5.81	1	16
NODE_11198_length_5953_cov_5.081044	5953	35727	6.00	0	18
NODE_11237_length_5924_cov_5.712728	5924	40377	6.82	1	19
NODE_11263_length_5906_cov_5.011622	5906	33204	5.62	1	15
NODE_11264_length_5904_cov_5.996239	5904	40078	6.79	1	15
NODE_11269_length_5902_cov_5.961006	5902	46441	7.87	1	29
NODE_11275_length_5899_cov_5.569473	5899	39210	6.65	2	18
NODE_11296_length_5886_cov_5.962614	5886	43943	7.47	0	21
NODE_11331_length_5863_cov_4.713671	5863	32322	5.51	1	13
NODE_11402_length_5820_cov_5.674588	5820	36423	6.26	1	15
NODE_11489_length_5765_cov_5.877583	5765	39524	6.86	0	25
NODE_11501_length_5759_cov_4.316445	5759	29126	5.06	1	11
NODE_11514_length_5753_cov_5.904001	5753	41034	7.13	1	20
NODE_11523_length_5743_cov_6.266702	5743	39992	6.96	1	14
NODE_11525_length_5742_cov_5.377352	5742	37460	6.52	1	19
NODE_11540_length_5733_cov_6.801691	5733	42004	7.33	1	56
NODE_11543_length_5731_cov_12.473397	5731	58573	10.22	1	34
NODE_11559_length_5721_cov_5.390399	5721	36051	6.30	1	22
NODE_11585_length_5707_cov_6.406405	5707	41123	7.21	1	14
NODE_11594_length_5702_cov_6.698070	5702	39203	6.88	0	17
NODE_11617_length_5689_cov_5.822151	5689	39294	6.91	1	17
NODE_11659_length_5670_cov_4.894924	5670	33339	5.88	1	13
NODE_11662_length_5667_cov_5.084462	5667	36735	6.48	1	32
NODE_11667_length_5665_cov_5.163636	5665	34942	6.17	1	23
NODE_11669_length_5662_cov_5.247191	5662	31948	5.64	1	12
NODE_11695_length_5647_cov_6.542382	5647	38063	6.74	1	14
NODE_11712_length_5638_cov_5.319004	5638	32977	5.85	1	23
NODE_11719_length_5633_cov_6.788455	5633	41068	7.29	1	24
NODE_11747_length_5618_cov_5.468992	5618	41417	7.37	1	28
NODE_11788_length_5589_cov_6.140043	5589	40044	7.16	1	17
NODE_11797_length_5586_cov_4.958597	5586	33167	5.94	1	17
NODE_11805_length_5583_cov_4.785275	5583	32263	5.78	1	20
NODE_11864_length_5553_cov_5.832666	5553	34808	6.27	1	18
NODE_11865_length_5553_cov_5.804838	5553	38914	7.01	0	19
NODE_11879_length_5546_cov_6.327445	5546	39755	7.17	1	15
NODE_11909_length_5527_cov_5.606360	5527	34135	6.18	1	16
NODE_11943_length_5510_cov_5.536389	5510	34601	6.28	1	14
NODE_11971_length_5494_cov_5.771649	5494	39150	7.13	1	37
NODE_12034_length_5462_cov_5.149436	5462	33191	6.08	1	23
NODE_12069_length_5446_cov_6.197366	5446	38176	7.01	1	16
NODE_12072_length_5445_cov_5.525046	5445	33964	6.24	1	45
NODE_12084_length_5441_cov_4.927404	5441	30810	5.66	0	17
NODE_12086_length_5440_cov_5.424327	5440	32044	5.89	0	14
NODE_12150_length_5405_cov_6.053458	5405	36828	6.81	1	26
NODE_12175_length_5389_cov_6.018935	5389	35946	6.67	0	15
NODE_12179_length_5387_cov_5.794824	5387	33963	6.30	1	16
NODE_12199_length_5376_cov_5.600075	5376	34134	6.35	1	26
NODE_12229_length_5360_cov_5.226202	5360	32660	6.09	1	17
NODE_12308_length_5314_cov_5.476136	5314	34369	6.47	0	24
NODE_12319_length_5308_cov_5.418999	5308	34345	6.47	1	64
NODE_12339_length_5298_cov_4.662407	5298	28983	5.47	1	26
NODE_12343_length_5297_cov_4.943151	5297	49253	9.30	1	60
NODE_12364_length_5286_cov_5.958899	5286	35683	6.75	1	17
NODE_12378_length_5278_cov_5.215011	5278	29904	5.67	1	13
NODE_12395_length_5270_cov_6.139981	5270	34834	6.61	0	12
NODE_12413_length_5263_cov_4.900538	5263	29353	5.58	1	11
NODE_12427_length_5256_cov_6.152278	5256	43991	8.37	1	58
NODE_12439_length_5250_cov_5.989798	5250	34405	6.55	1	22
NODE_12444_length_5248_cov_4.698055	5248	28689	5.47	1	19
NODE_12459_length_5237_cov_7.104786	5237	38972	7.44	1	37
NODE_12471_length_5230_cov_5.248116	5230	32001	6.12	1	22
NODE_12509_length_5212_cov_4.966259	5212	29528	5.67	1	18
NODE_12538_length_5202_cov_5.110938	5202	40643	7.81	1	101
NODE_12557_length_5195_cov_5.991245	5195	46700	8.99	1	115
NODE_12582_length_5184_cov_5.891402	5184	36517	7.04	1	50
NODE_12626_length_5166_cov_5.713755	5166	32598	6.31	1	12
NODE_12718_length_5131_cov_4.868400	5131	29369	5.72	1	27
NODE_12749_length_5121_cov_6.440782	5121	36310	7.09	1	18
NODE_12753_length_5119_cov_6.463863	5119	37596	7.34	1	17
NODE_12843_length_5078_cov_5.153096	5078	30633	6.03	0	22
NODE_12844_length_5077_cov_6.930904	5077	36887	7.27	1	35
NODE_12905_length_5048_cov_5.499900	5048	31937	6.33	1	15
NODE_12914_length_5044_cov_5.998797	5044	32176	6.38	1	17
NODE_12972_length_5019_cov_5.448832	5019	30173	6.01	1	12
NODE_12991_length_5013_cov_5.912061	5013	34881	6.96	1	25
NODE_13054_length_4982_cov_4.874163	4982	36697	7.37	0	44
NODE_13083_length_4971_cov_5.004068	4971	29084	5.85	1	14
NODE_13140_length_4944_cov_6.268767	4944	35672	7.22	1	28
NODE_13169_length_4934_cov_4.403566	4934	26607	5.39	1	21
NODE_13277_length_4891_cov_5.755997	4891	30212	6.18	0	11
NODE_13326_length_4875_cov_5.388382	4875	30954	6.35	1	19
NODE_13399_length_4841_cov_5.048057	4841	29313	6.06	1	15
NODE_13440_length_4821_cov_4.186110	4821	25252	5.24	1	14
NODE_13524_length_4786_cov_6.655464	4786	36091	7.54	1	20
NODE_13597_length_4757_cov_5.648660	4757	30148	6.34	1	15
NODE_13598_length_4757_cov_5.217567	4757	29775	6.26	1	15
NODE_13681_length_4723_cov_6.511782	4723	36878	7.81	1	22
NODE_13700_length_4712_cov_6.027486	4712	30018	6.37	1	14
NODE_13742_length_4698_cov_6.419772	4698	33274	7.08	1	16
NODE_13822_length_4670_cov_5.122644	4670	28547	6.11	1	82
NODE_13896_length_4640_cov_6.642312	4640	47018	10.13	0	53
NODE_13953_length_4617_cov_5.478518	4617	29792	6.45	1	21
NODE_13959_length_4613_cov_6.131856	4613	27824	6.03	0	14
NODE_13989_length_4603_cov_3.937335	4603	21436	4.66	1	14
NODE_14006_length_4597_cov_5.158961	4597	28072	6.11	1	17
NODE_14067_length_4573_cov_5.750332	4573	28238	6.17	1	14
NODE_14148_length_4541_cov_5.357780	4541	26238	5.78	1	16
NODE_14161_length_4536_cov_6.605445	4536	32728	7.22	1	16
NODE_14180_length_4531_cov_5.784182	4531	29414	6.49	1	15
NODE_14184_length_4527_cov_5.555903	4527	29386	6.49	1	26
NODE_14195_length_4522_cov_6.369152	4522	54389	12.03	1	35
NODE_14219_length_4513_cov_5.244504	4513	27862	6.17	1	14
NODE_14242_length_4505_cov_4.380449	4505	23776	5.28	1	12
NODE_14270_length_4496_cov_5.878856	4496	28106	6.25	1	13
NODE_14298_length_4485_cov_5.069074	4485	25438	5.67	0	12
NODE_14311_length_4479_cov_4.009042	4479	20264	4.52	1	11
NODE_14316_length_4477_cov_4.823609	4477	25012	5.59	1	24
NODE_14318_length_4476_cov_6.105632	4476	28591	6.39	1	15
NODE_14319_length_4476_cov_5.868129	4476	30807	6.88	1	15
NODE_14350_length_4466_cov_5.144865	4466	26062	5.84	1	15
NODE_14379_length_4457_cov_4.983417	4457	26385	5.92	1	15
NODE_14400_length_4450_cov_5.253242	4450	31234	7.02	1	46
NODE_14441_length_4433_cov_7.534262	4433	34847	7.86	1	17
NODE_14475_length_4423_cov_5.586310	4423	31459	7.11	0	58
NODE_14534_length_4400_cov_5.001611	4400	24596	5.59	1	20
NODE_14612_length_4375_cov_5.436343	4375	25621	5.86	0	14
NODE_14629_length_4368_cov_5.396476	4368	28234	6.46	1	71
NODE_14637_length_4365_cov_4.383759	4365	23641	5.42	1	15
NODE_14724_length_4337_cov_4.986455	4337	23857	5.50	1	14
NODE_14731_length_4334_cov_4.704604	4334	25137	5.80	1	14
NODE_14763_length_4322_cov_6.436372	4322	28870	6.68	1	16
