rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_5530_length_13222_cov_6.927698	1	13222	65	238	1.80003	0.109439	35.9	19
NODE_5541_length_13199_cov_6.718959	1	13199	64	122	0.924312	0.112205	36.2	32.2
NODE_5552_length_13172_cov_6.146909	1	13172	24	137	1.04009	0.0350744	35.8	24.4
NODE_5578_length_13121_cov_7.844252	1	13121	8	86	0.655438	0.0130325	35.4	20.4
NODE_5599_length_13068_cov_7.443941	1	13068	28	122	0.933578	0.0413223	35.1	28.9
NODE_5611_length_13036_cov_7.028349	1	13036	13	115	0.882172	0.0190242	36.2	17.8
NODE_5614_length_13027_cov_8.025208	1	13027	125	448	3.43901	0.34275	36	36.9
NODE_5626_length_13007_cov_6.327671	1	13007	105	493	3.79027	0.664258	36	42.1
NODE_5648_length_12970_cov_6.535811	1	12970	8	192	1.48034	0.0303007	35.4	28.8
NODE_5682_length_12899_cov_5.544301	1	12899	246	256	1.98465	1.41585	35.9	14.9
NODE_5704_length_12857_cov_6.606312	1	12857	46	319	2.48114	0.0840009	36.2	29.7
NODE_5719_length_12840_cov_6.171294	1	12840	190	555	4.32243	1.80444	36	47.4
NODE_5741_length_12778_cov_6.223375	1	12778	6	20	0.156519	0.00899984	36.1	37.3
NODE_5746_length_12773_cov_7.013131	1	12773	76	270	2.11383	0.120958	36.1	34.5
NODE_5762_length_12742_cov_7.484196	1	12742	31	157	1.23215	0.0478732	34.8	15.8
NODE_5820_length_12620_cov_6.328611	1	12620	17	81	0.641838	0.0267829	36.5	28.7
NODE_5836_length_12592_cov_6.214804	1	12592	40	186	1.47713	0.0709975	34.9	12.1
NODE_5844_length_12570_cov_6.139672	1	12570	44	234	1.86158	0.0688146	35.5	32
NODE_5893_length_12486_cov_5.964685	1	12486	144	230	1.84206	0.269342	36.3	32.8
NODE_5958_length_12386_cov_6.750385	1	12386	25	181	1.46133	0.0406911	36.4	28
NODE_5976_length_12346_cov_6.565617	1	12346	6088	1673	13.5509	58.2206	35.9	52.4
NODE_5995_length_12302_cov_7.416673	1	12302	145	765	6.2185	1.14721	36.1	39.3
NODE_6019_length_12245_cov_6.901887	1	12245	208	777	6.34545	1.50257	36.2	50.8
NODE_6046_length_12188_cov_6.769884	1	12188	47	177	1.45225	0.115523	35.5	18.1
NODE_6131_length_12045_cov_6.579066	1	12045	56	694	5.76173	0.249232	36.2	35.6
NODE_6186_length_11960_cov_6.637967	1	11960	38	149	1.24582	0.0972408	36.3	36.4
NODE_6235_length_11891_cov_6.079757	1	11891	12	78	0.655958	0.0195106	36.5	28.7
NODE_6298_length_11789_cov_7.877791	1	11789	18	82	0.695564	0.0330817	36.3	47.1
NODE_6299_length_11789_cov_5.917249	1	11789	1333	1515	12.851	6.41267	36	39.6
NODE_6325_length_11758_cov_6.840725	1	11758	3	54	0.459262	0.00637864	36.7	36.3
NODE_6591_length_11298_cov_6.844348	1	11298	12	102	0.902815	0.0231014	36.3	29.5
NODE_6622_length_11248_cov_6.553382	1	11248	19	118	1.04908	0.0328947	36.4	27.1
NODE_6692_length_11150_cov_6.640649	1	11150	4	38	0.340807	0.00681614	36.8	35
NODE_6838_length_10958_cov_7.721269	1	10958	1125	420	3.83282	13.8726	35.7	35.5
NODE_6841_length_10950_cov_6.679945	1	10950	710	2118	19.3425	6.6053	36	47.6
NODE_6921_length_10841_cov_6.622195	1	10841	8	78	0.719491	0.0143898	36.5	13
NODE_6982_length_10740_cov_7.460739	1	10740	796	363	3.37989	7.03343	36	57.9
NODE_7203_length_10443_cov_7.236330	1	10443	2	19	0.18194	0.0036388	36.1	24
NODE_7217_length_10429_cov_6.050029	1	10429	34	43	0.412312	0.0656822	35.8	33.9
NODE_7231_length_10413_cov_6.841282	1	10413	14	140	1.34447	0.0266974	35.9	35.9
NODE_7234_length_10409_cov_6.500000	1	10409	2	19	0.182534	0.00365069	32.6	40
NODE_7363_length_10240_cov_6.932548	1	10240	36	63	0.615234	0.0733398	36.5	28.4
NODE_7405_length_10189_cov_6.094435	1	10189	24	141	1.38385	0.0492688	35.6	15.2
NODE_7419_length_10181_cov_6.225064	1	10181	4	24	0.235733	0.00766133	36.5	35
NODE_7533_length_10045_cov_6.359159	1	10045	613	1923	19.1439	5.20388	34.9	47.7
NODE_7600_length_9967_cov_7.049334	1	9967	104	771	7.73553	0.526538	35.6	20.8
NODE_7646_length_9900_cov_6.825800	1	9900	223	4581	46.2727	1.06404	35.8	44.9
NODE_7754_length_9771_cov_7.504837	1	9771	6	58	0.593593	0.0118719	36.3	35.3
NODE_7782_length_9742_cov_6.909363	1	9742	28	80	0.821187	0.0556354	35.7	36
NODE_8046_length_9454_cov_8.470795	1	9454	277	245	2.5915	2.84271	35.9	28.6
NODE_8091_length_9382_cov_7.771524	1	9382	12	99	1.05521	0.0247282	35.7	26.7
NODE_8122_length_9343_cov_6.492894	1	9343	4	39	0.417425	0.0083485	36.5	12
NODE_8123_length_9343_cov_5.563630	1	9343	36	38	0.406722	0.0732099	36.1	4.22
NODE_8208_length_9259_cov_6.485007	1	9259	62	2241	24.2035	0.417432	36.1	33.3
NODE_8211_length_9257_cov_7.986633	1	9257	4	41	0.442908	0.00885816	34.7	33.5
NODE_8259_length_9203_cov_7.154132	1	9203	26	39	0.423775	0.05596	36.3	41.8
NODE_8656_length_8791_cov_6.081387	1	8791	16	39	0.443636	0.0348083	35.8	35.8
NODE_8855_length_8590_cov_6.668307	1	8590	11	195	2.27008	0.0380675	35.6	21.7
NODE_8986_length_8468_cov_6.812552	1	8468	10	102	1.20453	0.0240907	35.7	40.2
NODE_9357_length_8153_cov_5.388614	1	8153	2	19	0.233043	0.00466086	37	40
NODE_9363_length_8150_cov_7.077332	1	8150	4	41	0.503067	0.00981595	36	43
NODE_9462_length_8059_cov_6.197276	1	8059	11	100	1.24085	0.0269264	35.7	16.5
NODE_9514_length_8019_cov_7.003641	1	8019	36	116	1.44656	0.0860456	36.1	38.1
NODE_9528_length_8012_cov_7.447530	1	8012	18	263	3.28258	0.0902396	36.1	27.2
NODE_9664_length_7910_cov_8.416295	1	7910	4	20	0.252845	0.0101138	36	9
NODE_9705_length_7881_cov_6.268081	1	7881	12	39	0.494861	0.0299454	36.5	31.7
NODE_9817_length_7787_cov_5.420460	1	7787	4	19	0.243996	0.00975986	33.7	24
NODE_9903_length_7724_cov_6.809754	1	7724	1176	175	2.26567	10.2896	35.7	37.2
NODE_9953_length_7692_cov_6.070316	1	7692	20	127	1.65107	0.0621425	36.5	17.6
NODE_9964_length_7686_cov_5.836588	1	7686	61	142	1.84751	0.377179	35.8	28.1
NODE_10095_length_7598_cov_6.408856	1	7598	8	156	2.05317	0.037115	36.4	30.4
NODE_10131_length_7579_cov_5.741095	1	7579	12	105	1.38541	0.0427497	35.8	31.7
NODE_10196_length_7531_cov_6.012440	1	7531	585	577	7.66167	4.83495	35.9	40.9
NODE_10250_length_7498_cov_7.122128	1	7498	4	22	0.293412	0.0117365	36.2	24.5
NODE_10334_length_7445_cov_7.690528	1	7445	31	163	2.18939	0.0822028	35.8	36.1
NODE_10390_length_7406_cov_7.545504	1	7406	310	2674	36.1059	4.63003	36	55.3
NODE_10456_length_7362_cov_7.814698	1	7362	247	190	2.58082	1.41728	25.1	3.56
NODE_10492_length_7338_cov_6.163532	1	7338	8	169	2.30308	0.0764513	35.7	27.4
NODE_10503_length_7332_cov_7.075031	1	7332	2	19	0.259138	0.00518276	37	40
NODE_10541_length_7308_cov_7.983593	1	7308	10217	425	5.81554	146.479	36	49.4
NODE_10579_length_7281_cov_6.859258	1	7281	8	39	0.535641	0.0210136	36.8	25.5
NODE_10623_length_7254_cov_5.885401	1	7254	4	38	0.523849	0.010477	36.5	40
NODE_10658_length_7230_cov_6.856167	1	7230	8	76	1.05118	0.0210235	36.8	40
NODE_10737_length_7180_cov_5.224702	1	7180	10	58	0.807799	0.0266017	36.3	22.4
NODE_10751_length_7171_cov_7.401771	1	7171	81	441	6.14977	0.904476	35.6	16.7
NODE_10874_length_7096_cov_6.008664	1	7096	4	110	1.55017	0.0181793	36.3	20
NODE_10890_length_7085_cov_6.380085	1	7085	6	68	0.959774	0.0191955	36.1	13.3
NODE_10946_length_7050_cov_5.663331	1	7050	37	81	1.14894	0.104965	36.3	31.9
NODE_11050_length_6988_cov_6.433146	1	6988	34	202	2.89067	0.114196	36.2	33.1
NODE_11058_length_6985_cov_6.649206	1	6985	552	2391	34.2305	4.69177	36	47.2
NODE_11102_length_6960_cov_6.493990	1	6960	18	225	3.23276	0.131178	35.8	31.3
NODE_11106_length_6958_cov_7.362017	1	6958	9	106	1.52343	0.0265881	35.2	30.2
NODE_11120_length_6945_cov_5.606241	1	6945	843	405	5.83153	8.30382	36	3.34
NODE_11224_length_6895_cov_5.157164	1	6895	111	139	2.01595	0.794199	35.7	21.6
NODE_11369_length_6809_cov_6.267693	1	6809	168	121	1.77706	1.17727	36.4	38.9
NODE_11439_length_6782_cov_5.783410	1	6782	6445	4116	60.6901	84.4708	36	49.7
NODE_11706_length_6643_cov_5.956588	1	6643	8	82	1.23438	0.0304079	36.5	20.4
NODE_11734_length_6629_cov_7.132035	1	6629	20	61	0.920199	0.0580781	35.9	8.9
NODE_11763_length_6617_cov_6.463731	1	6617	2	19	0.287139	0.00574278	34	0
NODE_11768_length_6614_cov_6.239823	1	6614	2352	570	8.61808	29.8391	35.9	32.9
NODE_11785_length_6604_cov_7.358528	1	6604	6	86	1.30224	0.0221078	34.7	28.7
NODE_11876_length_6555_cov_5.938769	1	6555	3601	504	7.68879	44.5266	36	22.6
NODE_11881_length_6552_cov_4.392181	1	6552	6	320	4.884	0.0579976	35.2	28
NODE_11987_length_6489_cov_5.836960	1	6489	42	185	2.85098	0.127755	35.7	19.5
NODE_12014_length_6477_cov_5.921053	1	6477	2	20	0.308785	0.0061757	35.2	46
NODE_12073_length_6445_cov_6.963850	1	6445	40	163	2.52909	0.273545	36	22.7
NODE_12201_length_6387_cov_6.974100	1	6387	4	39	0.610615	0.0122123	35.8	42.2
NODE_12235_length_6372_cov_6.359823	1	6372	16	115	1.80477	0.0483365	36.7	36.5
NODE_12293_length_6341_cov_8.461343	1	6341	27	149	2.34979	0.123009	35.8	8.96
NODE_12488_length_6248_cov_5.956079	1	6248	2	20	0.320102	0.00640205	36.4	46
NODE_12525_length_6231_cov_4.847150	1	6231	8	110	1.76537	0.0348259	32	32
NODE_12718_length_6145_cov_6.713957	1	6145	6	66	1.07404	0.0214809	36.9	16
NODE_12782_length_6111_cov_7.820013	1	6111	5	58	0.949108	0.015873	36.6	18.4
NODE_12883_length_6070_cov_6.668828	1	6070	10	38	0.62603	0.0313015	36.4	40
NODE_12910_length_6057_cov_6.938021	1	6057	133	116	1.91514	1.03302	35.8	33.7
NODE_13058_length_5988_cov_6.680431	1	5988	20	58	0.968604	0.0647963	35.5	23
NODE_13064_length_5986_cov_6.145338	1	5986	1	19	0.317407	0.00317407	37	0
NODE_13185_length_5941_cov_5.938498	1	5941	7	59	0.993099	0.0230601	34.6	12.7
NODE_13386_length_5856_cov_6.419410	1	5856	10	19	0.324454	0.0324454	36.7	27.2
NODE_13419_length_5844_cov_6.907238	1	5844	75	788	13.4839	0.963039	35.9	27.3
NODE_13503_length_5808_cov_6.492613	1	5808	2	19	0.327135	0.0065427	36.7	0
NODE_13568_length_5780_cov_5.718777	1	5780	2740	1350	23.3564	61.2924	36	54.7
NODE_13626_length_5753_cov_5.782204	1	5753	18	66	1.14723	0.0627499	36.2	23.5
NODE_13934_length_5627_cov_5.387473	1	5627	22	60	1.06629	0.0749956	36.3	37.2
NODE_14011_length_5595_cov_4.647473	1	5595	4	41	0.732797	0.0144772	31.5	26.8
NODE_14018_length_5592_cov_7.398049	1	5592	14	40	0.715308	0.0481044	36	37.1
NODE_14126_length_5553_cov_6.378501	1	5553	8	78	1.40465	0.0280929	35.3	26.8
NODE_14152_length_5544_cov_6.420113	1	5544	36	103	1.85786	0.156205	35.6	29
NODE_14231_length_5514_cov_5.999084	1	5514	2	21	0.380849	0.00761697	36.1	25
NODE_14321_length_5486_cov_6.552569	1	5486	8	64	1.16661	0.0288006	36.3	17.5
NODE_14332_length_5480_cov_7.878157	1	5480	13	103	1.87956	0.084854	36.2	20.9
NODE_14364_length_5468_cov_6.850176	1	5468	4	20	0.365764	0.0144477	35.6	10.5
NODE_14433_length_5445_cov_7.523006	1	5445	2	19	0.348944	0.00697888	36.7	40
NODE_14714_length_5354_cov_7.101151	1	5354	15	81	1.51289	0.0562196	36.3	38.1
NODE_14726_length_5348_cov_7.185906	1	5348	6	39	0.729245	0.0216904	36.8	2.33
NODE_14844_length_5311_cov_5.584475	1	5311	4	19	0.357748	0.0143099	36.8	40
NODE_15104_length_5215_cov_10.074031	1	5215	1160	998	19.1371	24.0704	36	41.6
NODE_15123_length_5208_cov_8.327770	1	5208	3979	1520	29.1859	87.5219	36	52.7
NODE_15187_length_5188_cov_6.787843	1	5188	47	469	9.04009	0.621627	36.2	41.3
NODE_15331_length_5144_cov_5.483789	1	5144	2	38	0.738725	0.0147745	36.8	44
NODE_15397_length_5122_cov_6.022499	1	5122	4	38	0.741898	0.014838	37	20
NODE_15577_length_5072_cov_7.118597	1	5072	27	40	0.788644	0.106073	35.6	15.9
NODE_15776_length_5013_cov_6.780557	1	5013	13	129	2.57331	0.0658288	36.3	25.5
NODE_15854_length_4992_cov_6.388495	1	4992	2542	1444	28.9263	52.0134	35.9	56.1
NODE_16188_length_4893_cov_6.769119	1	4893	42	82	1.67586	0.178009	36	23.9
NODE_16384_length_4841_cov_7.737777	1	4841	6	58	1.1981	0.023962	34.1	40.2
NODE_16662_length_4761_cov_6.053336	1	4761	305	392	8.23356	3.37849	36.2	39.9
NODE_16818_length_4718_cov_6.361570	1	4718	1	55	1.16575	0.0116575	31.3	0
NODE_17092_length_4648_cov_5.856085	1	4648	4	40	0.860585	0.0169966	35.9	3
NODE_17177_length_4624_cov_5.701466	1	4624	18	39	0.843426	0.0752595	36.3	37.6
NODE_17265_length_4598_cov_6.877174	1	4598	7	83	1.80513	0.0445846	35.8	35.4
NODE_17309_length_4587_cov_5.729259	1	4587	8	39	0.850229	0.0333551	34.9	40
NODE_17569_length_4523_cov_4.357431	1	4523	4	40	0.884369	0.0176874	31.9	3
NODE_17681_length_4497_cov_6.404097	1	4497	4	39	0.867245	0.0171225	35.9	40
NODE_18022_length_4417_cov_6.802843	1	4417	4	43	0.973511	0.0194702	32.9	23.5
NODE_18083_length_4402_cov_8.553485	1	4402	355	1080	24.5343	6.27669	36.1	43.6
NODE_18406_length_4325_cov_6.321077	1	4325	4	20	0.462428	0.0178035	27.7	0
NODE_18524_length_4299_cov_6.439208	1	4299	10	201	4.67551	0.0651314	36	23.8
NODE_18547_length_4294_cov_6.352206	1	4294	10	44	1.02469	0.0456451	36	12.8
NODE_18909_length_4222_cov_5.840413	1	4222	4	73	1.72904	0.0345808	36.1	24.8
NODE_18910_length_4222_cov_5.661627	1	4222	136	61	1.44481	0.613453	35.7	39.3
NODE_19166_length_4169_cov_5.713904	1	4169	6	44	1.05541	0.0290237	32.5	18.3
NODE_19221_length_4158_cov_8.224226	1	4158	15	145	3.48725	0.101251	36.3	34.3
NODE_19318_length_4138_cov_6.093314	1	4138	2	22	0.531658	0.0106332	37	54
NODE_19376_length_4127_cov_4.376965	1	4127	4	42	1.01769	0.0203538	35.4	50
NODE_19623_length_4085_cov_7.766501	1	4085	4	39	0.954712	0.0190942	36.2	20
NODE_19682_length_4074_cov_4.629261	1	4074	4	38	0.932744	0.0186549	36.2	20
NODE_19837_length_4047_cov_8.668838	1	4047	804	1035	25.5745	12.7018	36.2	55.9
NODE_19950_length_4026_cov_5.785444	1	4026	71	195	4.84352	1.52235	36	56.8
NODE_20564_length_3929_cov_6.305885	1	3929	10	203	5.16671	0.248409	36.4	24.4
NODE_20846_length_3879_cov_6.455544	1	3879	40	38	0.979634	0.195927	36.1	40
NODE_20870_length_3875_cov_7.242932	1	3875	227	595	15.3548	4.00774	36	37.3
NODE_21157_length_3827_cov_6.449099	1	3827	4	39	1.01907	0.0203815	33.4	24.5
NODE_21253_length_3812_cov_6.982699	1	3812	2	20	0.524659	0.0104932	35.7	46
NODE_21579_length_3759_cov_6.890389	1	3759	358	727	19.3403	6.04283	36	43.8
NODE_21591_length_3757_cov_7.018909	1	3757	34	21	0.558957	0.17301	36.2	28.2
NODE_21624_length_3753_cov_5.452677	1	3753	251	474	12.6299	6.30589	36	52.6
NODE_21794_length_3725_cov_6.866213	1	3725	36	87	2.33557	0.326711	35.8	15.4
NODE_21863_length_3713_cov_6.969109	1	3713	923	205	5.52114	24.9472	35.2	24.5
NODE_22026_length_3689_cov_5.952394	1	3689	2	19	0.515045	0.0103009	36.7	0
NODE_22711_length_3588_cov_5.599207	1	3588	4	65	1.81159	0.0292642	33.7	48
NODE_22982_length_3547_cov_7.563001	1	3547	6	40	1.12771	0.0343953	35.9	37.7
NODE_23683_length_3459_cov_6.980024	1	3459	42	61	1.76352	0.232437	36.2	37.7
NODE_24181_length_3390_cov_5.463568	1	3390	5	80	2.35988	0.0351032	35.5	33.8
NODE_24698_length_3327_cov_7.200183	1	3327	33	61	1.83348	0.202885	35.8	27.7
NODE_24893_length_3300_cov_5.946687	1	3300	2	19	0.575758	0.0115152	36.7	0
NODE_25333_length_3251_cov_3.929599	1	3251	15	536	16.4872	0.549677	36.4	57.1
NODE_25340_length_3250_cov_8.439750	1	3250	181	176	5.41538	3.38892	36.2	47.1
NODE_25361_length_3248_cov_7.150016	1	3248	2	22	0.67734	0.0135468	37	18
NODE_25461_length_3237_cov_7.164991	1	3237	221	391	12.0791	9.29966	35.9	34.1
NODE_26348_length_3140_cov_7.384117	1	3140	44	63	2.00637	0.270064	35.5	39
NODE_26351_length_3140_cov_4.884927	1	3140	25	103	3.28025	0.161783	35.6	41.9
NODE_27511_length_3020_cov_6.406071	1	3020	43496	2958	97.947	1599.25	36	54.5
NODE_27521_length_3019_cov_7.181849	1	3019	2	19	0.629347	0.0125869	36	40
NODE_28464_length_2935_cov_4.613889	1	2935	2	19	0.647359	0.0129472	36	40
NODE_28629_length_2918_cov_7.844219	1	2918	825	86	2.94722	11.2241	36	36.6
NODE_31257_length_2704_cov_6.520574	1	2704	121	79	2.9216	1.65902	36.3	1.32
NODE_31450_length_2688_cov_4.840486	1	2688	4	38	1.41369	0.0282738	36.2	20
NODE_31787_length_2661_cov_6.604375	1	2661	6	41	1.54077	0.0462232	34	38.7
NODE_32306_length_2625_cov_5.296109	1	2625	10	60	2.28571	0.0742857	35.3	30.4
NODE_34307_length_2495_cov_5.349590	1	2495	4	19	0.761523	0.0304609	36.5	40
NODE_34317_length_2494_cov_7.138991	1	2494	2	20	0.801925	0.0160385	35.5	46
NODE_34842_length_2461_cov_8.182461	1	2461	40	61	2.47867	0.329134	36.3	30.3
NODE_35597_length_2414_cov_6.644765	1	2414	4	39	1.61558	0.0323115	33.7	38
NODE_37993_length_2285_cov_6.320628	1	2285	4	40	1.75055	0.0350109	36	3.5
NODE_38335_length_2267_cov_5.272152	1	2267	4	24	1.05867	0.0423467	36.6	52.5
NODE_38470_length_2260_cov_4.509751	1	2260	2	19	0.840708	0.0168142	31.9	40
NODE_38909_length_2238_cov_5.742556	1	2238	4	41	1.83199	0.0366399	37	3.25
NODE_39425_length_2213_cov_8.062095	1	2213	51	1021	46.1365	1.3249	35.9	28
NODE_39812_length_2195_cov_4.711215	1	2195	1165	569	25.9226	34.2802	36.1	46.3
NODE_40259_length_2173_cov_8.025968	1	2173	2	19	0.874367	0.0174873	37	40
NODE_40282_length_2172_cov_8.439773	1	2172	20	20	0.92081	0.175414	34.8	12
NODE_41098_length_2135_cov_3.316346	1	2135	31	59	2.76347	0.284309	36.3	41.9
NODE_41194_length_2131_cov_5.580925	1	2131	2	19	0.8916	0.017832	36.7	18
NODE_45638_length_1957_cov_6.988433	1	1957	2	19	0.970874	0.0194175	36	40
NODE_56983_length_1626_cov_7.779758	1	1626	2	19	1.16851	0.0233702	36.3	0
NODE_57833_length_1606_cov_5.573823	1	1606	2	19	1.18306	0.0236613	36	40
NODE_505_length_76233_cov_15.613287	1	76233	412455	75825	99.4648	796.175	35.4	59.6
NODE_560_length_72327_cov_16.755659	1	72327	403111	71844	99.3322	817.038	35.4	59.6
NODE_668_length_66383_cov_15.049994	1	66383	350711	66185	99.7017	780.692	35.2	58.4
NODE_951_length_53518_cov_13.736173	1	53518	275102	53017	99.0639	752.446	35.2	59.7
NODE_1087_length_49233_cov_14.718716	1	49233	237397	48942	99.4089	698.244	35.4	59.4
NODE_1101_length_48927_cov_15.428507	1	48927	243782	48462	99.0496	729.167	35.3	59.7
NODE_1202_length_46261_cov_15.025906	1	46261	245272	46072	99.5914	779.532	35.2	59.7
NODE_1363_length_42826_cov_14.006476	1	42826	225039	42252	98.6597	766.147	35.3	59.7
NODE_1502_length_40492_cov_15.194871	1	40492	213828	40394	99.758	778.653	35.2	59.8
NODE_1563_length_39408_cov_16.592585	1	39408	219776	39128	99.2895	821.109	35.3	59.6
NODE_1592_length_38840_cov_13.796390	1	38840	201876	38266	98.5221	763.225	35.3	59.6
NODE_1686_length_37702_cov_15.769942	1	37702	203545	37415	99.2388	792.439	35.3	59.8
NODE_1714_length_37301_cov_14.139908	1	37301	192443	37204	99.74	761.134	35.2	59.8
NODE_1716_length_37273_cov_16.014643	1	37273	203594	36659	98.3527	803.638	35.4	59.7
NODE_1755_length_36692_cov_15.773262	1	36692	200482	36310	98.9589	797.616	35.3	59.5
NODE_1796_length_36078_cov_13.711240	1	36078	188750	35644	98.7971	766.582	35.3	59.7
NODE_1881_length_35025_cov_16.331884	1	35025	186943	34838	99.4661	783.734	35.3	59.8
NODE_1956_length_33980_cov_16.107207	1	33980	164835	33653	99.0377	703.792	35.3	59.7
NODE_2027_length_33111_cov_14.923221	1	33111	180381	32727	98.8403	796.35	35.3	59.6
NODE_2071_length_32502_cov_12.774894	1	32502	171456	32311	99.4123	768.987	35.1	59.7
NODE_2302_length_30030_cov_11.274962	1	30030	141849	29083	96.8465	693.088	35.1	59.8
NODE_2360_length_29559_cov_14.078057	1	29559	147455	29559	100	738.939	35.7	59.9
NODE_2453_length_28701_cov_14.356490	1	28701	154530	28315	98.6551	786.23	35.3	59.8
NODE_2516_length_28140_cov_17.124372	1	28140	158787	27756	98.6354	823.379	35.5	59.6
NODE_2699_length_26650_cov_14.499342	1	26650	141588	26265	98.5553	777.753	35.4	59.8
NODE_2707_length_26588_cov_16.590585	1	26588	140671	26588	100	786.081	35.4	59.9
NODE_2958_length_24861_cov_16.000484	1	24861	139433	24483	98.4795	806.575	35.3	59.4
NODE_3017_length_24479_cov_14.720521	1	24479	131537	24479	100	798.182	35.4	59.8
NODE_3054_length_24144_cov_16.824650	1	24144	134190	23947	99.1841	816.892	35.4	59.8
NODE_3155_length_23594_cov_17.145631	1	23594	130336	23594	100	806.231	35.3	59.6
NODE_3181_length_23437_cov_14.811479	1	23437	129156	22865	97.5594	785.55	35.4	59.2
NODE_3212_length_23239_cov_14.030409	1	23239	118647	23046	99.1695	753.542	35.3	59.7
NODE_3270_length_22947_cov_13.781758	1	22947	118565	22759	99.1807	758.788	35.3	59.8
NODE_3403_length_22270_cov_14.587981	1	22270	117194	22079	99.1423	773.346	35.3	59.2
NODE_3406_length_22257_cov_14.045672	1	22257	118343	22083	99.2182	779.302	35.3	59.6
NODE_3424_length_22181_cov_12.515547	1	22181	88756	22181	100	592.454	35.5	59.7
NODE_3441_length_22116_cov_14.124790	1	22116	117728	21828	98.6978	778.193	35.2	59.6
NODE_3451_length_22075_cov_13.406403	1	22075	111825	21881	99.1212	745.617	35.1	59.9
NODE_3505_length_21731_cov_16.230024	1	21731	120144	21638	99.572	812.956	35.3	59.8
NODE_3666_length_20955_cov_15.206986	1	20955	112390	20770	99.1172	776.529	35.2	59.4
NODE_3796_length_20370_cov_14.599311	1	20370	107595	20272	99.5189	779.954	35.3	59.9
NODE_3899_length_19877_cov_13.379730	1	19877	99115	19877	100	740.188	35.3	59.9
NODE_3919_length_19734_cov_13.902434	1	19734	106608	19445	98.5355	778.519	35.3	59.9
NODE_3931_length_19694_cov_14.755843	1	19694	102045	19499	99.0099	766.87	35.3	59.8
NODE_3962_length_19531_cov_15.120045	1	19531	105051	19434	99.5034	787.823	35.3	59.3
NODE_4103_length_19056_cov_17.028946	1	19056	105935	18964	99.5172	814.881	35.4	59.7
NODE_4186_length_18785_cov_14.825681	1	18785	98488	18592	98.9726	765.087	35.3	59.6
NODE_4209_length_18710_cov_15.937121	1	18710	102441	18440	98.5569	795.805	35.4	59.7
NODE_4244_length_18586_cov_12.795856	1	18586	92285	18303	98.4773	730.201	35.2	59.8
NODE_4284_length_18442_cov_15.461739	1	18442	100010	17862	96.855	780.39	35.3	59.7
NODE_4370_length_18098_cov_12.900183	1	18098	91340	18000	99.4585	737.455	35.2	58.9
NODE_4410_length_17928_cov_15.085324	1	17928	98098	17928	100	806.792	35.3	59.8
NODE_4419_length_17889_cov_14.025625	1	17889	92124	17889	100	759.48	35.2	59.9
NODE_4564_length_17469_cov_15.716091	1	17469	95092	17469	100	803.404	35.3	59.8
NODE_4719_length_16996_cov_14.533381	1	16996	87173	16996	100	755.367	35.2	59.8
NODE_4762_length_16855_cov_14.467976	1	16855	88197	16854	99.9941	771.045	35.2	59.7
NODE_4797_length_16754_cov_14.089407	1	16754	86624	16631	99.2658	760.051	35.3	59.8
NODE_4859_length_16571_cov_17.161540	1	16571	91185	16475	99.4207	813.768	35.4	59.8
NODE_4917_length_16443_cov_14.142970	1	16443	90950	16059	97.6647	791.795	35.4	59.8
NODE_5080_length_16024_cov_17.659590	1	16024	90043	16024	100	835.146	35.4	59.8
NODE_5153_length_15811_cov_14.887789	1	15811	84743	15714	99.3865	791.364	35.3	59.8
NODE_5235_length_15607_cov_15.580311	1	15607	85808	15417	98.7826	803.84	35.3	59.8
NODE_5252_length_15584_cov_13.590508	1	15584	82746	15395	98.7872	781.187	35.3	59.8
NODE_5271_length_15524_cov_12.493180	1	15524	78399	15158	97.6424	729.988	35.2	59.6
NODE_5537_length_14898_cov_14.302971	1	14898	80570	14762	99.0871	772.678	35.3	59.6
NODE_5651_length_14672_cov_18.905247	1	14672	87080	14625	99.6797	866.921	35.5	59.8
NODE_5726_length_14509_cov_16.281514	1	14509	79521	14245	98.1804	804.012	35.4	59.4
NODE_5853_length_14249_cov_13.533042	1	14249	71391	13825	97.0244	720.495	35.3	59.6
NODE_5874_length_14191_cov_14.116228	1	14191	75837	14097	99.3376	779.898	35.1	59.7
NODE_6009_length_13913_cov_14.655867	1	13913	75878	13913	100	806.651	35.5	59.8
