user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SPAdes-MetaBAT2Refined-S2.78	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__						GCA_002255565.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp002255565	89.2	0.8	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification defined by topology and ANI		GCA_903860745.1, s__RAAP-2 sp903860745, 95.0, 79.16, 0.43; GCA_003138815.1, s__RAAP-2 sp003138815, 95.0, 78.87, 0.44; GCA_001443545.1, s__RAAP-2 sp001443545, 95.0, 78.58, 0.33; GCA_003133665.1, s__RAAP-2 sp003133665, 95.0, 78.22, 0.34; GCA_003132205.1, s__RAAP-2 sp003132205, 95.0, 78.12, 0.34; GCA_003158855.1, s__RAAP-2 sp003158855, 95.0, 78.05, 0.33; GCA_003160115.1, s__RAAP-2 sp003160115, 95.0, 77.98, 0.26; GCA_003136495.1, s__RAAP-2 sp003136495, 95.0, 77.85, 0.32; GCA_003155915.1, s__RAAP-2 sp003155915, 95.0, 77.82, 0.32; GCA_003133075.1, s__RAAP-2 sp003133075, 95.0, 77.78, 0.33; GCA_003133405.1, s__RAAP-2 sp003133405, 95.0, 77.74, 0.28; GCA_003132165.1, s__RAAP-2 sp003132165, 95.0, 77.59, 0.3; GCA_003136415.1, s__RAAP-2 sp003136415, 95.0, 77.58, 0.26; GCA_003167415.1, s__RAAP-2 sp003167415, 95.0, 77.55, 0.3; GCA_013044405.1, s__RAAP-2 sp013044405, 95.0, 77.54, 0.22; GCA_003170315.1, s__RAAP-2 sp003170315, 95.0, 77.53, 0.31; GCA_003133685.1, s__RAAP-2 sp003133685, 95.0, 77.5, 0.28; GCA_003133125.1, s__RAAP-2 sp003133125, 95.0, 77.47, 0.26; GCA_003134515.1, s__RAAP-2 sp003134515, 95.0, 77.39, 0.24; GCA_003141095.1, s__RAAP-2 sp003141095, 95.0, 77.37, 0.24; GCA_003142095.1, s__RAAP-2 sp003142095, 95.0, 77.34, 0.27; GCA_003162475.1, s__RAAP-2 sp003162475, 95.0, 77.33, 0.31; GCA_003168075.1, s__RAAP-2 sp003168075, 95.0, 77.31, 0.18; GCA_003141815.1, s__RAAP-2 sp003141815, 95.0, 77.3, 0.28; GCA_903825765.1, s__RAAP-2 sp903825765, 95.0, 77.28, 0.13; GCA_003132305.1, s__RAAP-2 sp003132305, 95.0, 77.27, 0.29; GCA_013044285.1, s__RAAP-2 sp013044285, 95.0, 77.25, 0.2; GCA_003152215.1, s__RAAP-2 sp003152215, 95.0, 77.24, 0.22; GCA_003151555.1, s__RAAP-2 sp003151555, 95.0, 77.2, 0.21; GCA_903832015.1, s__RAAP-2 sp903832015, 95.0, 77.15, 0.05; GCA_903970515.1, s__RAAP-2 sp903970515, 95.0, 77.07, 0.2; GCA_903885505.1, s__RAAP-2 sp903885505, 95.0, 77.06, 0.13; GCA_003131665.1, s__RAAP-2 sp003131665, 95.0, 76.99, 0.24; GCA_003152555.1, s__RAAP-2 sp003152555, 95.0, 76.97, 0.17; GCA_903871335.1, s__RAAP-2 sp903871335, 95.0, 76.89, 0.11; GCA_903924205.1, s__RAAP-2 sp903924205, 95.0, 76.87, 0.1; GCA_002255315.1, s__RAAP-2 sp002255315, 95.0, 76.85, 0.27; GCA_013044265.1, s__RAAP-2 sp013044265, 95.0, 76.82, 0.15; GCA_903825035.1, s__RAAP-2 sp903825035, 95.0, 76.78, 0.07; GCA_903830655.1, s__RAAP-2 sp903830655, 95.0, 76.78, 0.07; GCA_903893745.1, s__RAAP-2 sp903893745, 95.0, 76.73, 0.13; GCA_903873775.1, s__RAAP-2 sp903873775, 95.0, 76.73, 0.16; GCA_003163875.1, s__RAAP-2 sp003163875, 95.0, 76.72, 0.11; GCA_003133005.1, s__RAAP-2 sp003133005, 95.0, 76.57, 0.12; GCA_903860915.1, s__RAAP-2 sp903860915, 95.0, 76.3, 0.09; GCA_903828785.1, s__RAAP-2 sp903828785, 95.0, 76.26, 0.13; GCA_903848885.1, s__RAAP-2 sp903848885, 95.0, 76.2, 0.09; GCA_003138895.1, s__RAAP-2 sp003138895, 95.0, 76.18, 0.04; GCA_009726065.1, s__RAAP-2 sp009726065, 95.0, 76.04, 0.08; GCA_009701115.1, s__RAAP-2 sp009701115, 95.0, 75.96, 0.09; GCA_903830745.1, s__RAAP-2 sp903830745, 95.0, 75.75, 0.06; GCA_903854175.1, s__RAAP-2 sp903854175, 95.0, 75.61, 0.01; GCA_903826715.1, s__RAAP-2 sp903826715, 95.0, 75.26, 0.03	90.27	11	0.987032495482152	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MetaBAT2Refined-S2.7_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__						GCA_009785715.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__WQVT01;s__WQVT01 sp009785715	76.88	0.18	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification defined by topology and ANI			80.37	11	0.8475129594305227	
SPAdes-MetaBAT2Refined-S2.80_sub	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__						GCF_000024985.1	95.0	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__Sphaerobacter thermophilus	77.91	0.29	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			61.33	11	0.8665407168789341	
SPAdes-MetaBAT2Refined-S2.85	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__						GCA_009785395.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp009785395	79.8	0.38	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification defined by topology and ANI		GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 77.95, 0.33; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.08, 0.19; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.04, 0.27; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.79, 0.2	54.14	11	0.9423295242050392	
SPAdes-MetaBAT2Refined-S2.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification fully defined by topology			78.52	11	0.8254140602517926	
SPAdes-MetaBAT2Refined-S2.87_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			58.75	11	0.7737814350008914	
SPAdes-MetaBAT2Refined-S2.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__						GCA_001899645.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia sp001899645	84.42	0.75	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	taxonomic classification defined by topology and ANI		GCF_014235185.1, s__Pseudonocardia sp014235185, 95.0, 81.5, 0.66; GCF_006539565.1, s__Pseudonocardia hydrocarbonoxydans, 95.0, 81.28, 0.6; GCF_013155125.1, s__Pseudonocardia sp013155125, 95.0, 81.05, 0.69; GCF_012911925.1, s__Pseudonocardia xinjiangensis, 95.0, 80.51, 0.58; GCF_006717045.1, s__Pseudonocardia cypriaca, 95.0, 80.09, 0.57; GCF_006716445.1, s__Pseudonocardia kunmingensis, 95.0, 80.02, 0.61; GCF_012911935.1, s__Pseudonocardia sp012911935, 95.0, 79.96, 0.6; GCF_001942415.1, s__Pseudonocardia sp001942415, 95.0, 79.89, 0.6; GCF_001942185.1, s__Pseudonocardia sp001942185, 95.0, 79.88, 0.58; GCF_012911875.1, s__Pseudonocardia bannensis, 95.0, 79.87, 0.54; GCF_007994075.1, s__Pseudonocardia hierapolitana, 95.0, 79.82, 0.59; GCF_002262885.1, s__Pseudonocardia sp002262885, 95.0, 79.8, 0.62; GCF_002583555.1, s__Pseudonocardia sp002583555, 95.0, 79.39, 0.57; GCF_000717175.1, s__Pseudonocardia autotrophica_A, 95.0, 79.38, 0.6; GCF_900142365.1, s__Pseudonocardia thermophila, 95.0, 79.36, 0.55; GCA_001725415.1, s__Pseudonocardia sp001725415, 95.0, 79.33, 0.58; GCF_007989085.1, s__Pseudonocardia sulfidoxydans, 95.0, 79.31, 0.55; GCF_000196675.1, s__Pseudonocardia dioxanivorans, 95.0, 79.28, 0.59; GCF_004217185.1, s__Pseudonocardia sediminis, 95.0, 79.12, 0.55; GCF_900102195.1, s__Pseudonocardia oroxyli, 95.0, 78.92, 0.5; GCF_000423625.1, s__Pseudonocardia asaccharolytica, 95.0, 78.83, 0.46; GCF_004339565.1, s__Pseudonocardia endophytica, 95.0, 78.64, 0.54; GCF_900115005.1, s__Pseudonocardia ammonioxydans, 95.0, 78.51, 0.54; GCF_014267175.1, s__Pseudonocardia sp014267175, 95.0, 78.45, 0.5; GCF_001294645.1, s__Pseudonocardia sp001294645, 95.0, 78.45, 0.5; GCA_013695005.1, s__Pseudonocardia sp013695005, 95.0, 78.44, 0.22; GCF_002813375.1, s__Pseudonocardia alni, 95.0, 78.44, 0.55; GCF_001420995.1, s__Pseudonocardia sp001420995, 95.0, 78.38, 0.53; GCF_003945385.1, s__Pseudonocardia autotrophica, 95.0, 78.2, 0.53; GCF_001698125.1, s__Pseudonocardia sp001698125, 95.0, 78.04, 0.49; GCF_000620785.1, s__Pseudonocardia acaciae, 95.0, 77.78, 0.5; GCF_000429025.1, s__Pseudonocardia spinosispora, 95.0, 77.71, 0.43; GCF_014208095.1, s__Pseudonocardia eucalypti, 95.0, 77.37, 0.47	50.29	11	0.9646036868611828	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MetaBAT2Refined-S2.90	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	taxonomic novelty determined using RED			91.48	11	0.7272411828825777	
SPAdes-MetaBAT2Refined-S2.93_sub	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__						GCA_013815535.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JACDGC01;g__JACDGC01;s__JACDGC01 sp013815535	75.85	0.03	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI			84.24	11	0.6857062057555846	
SPAdes-MetaBAT2Refined-S2.94	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			87.59	11	0.7729653723189608	
SPAdes-MetaBAT2Refined-S2.95_sub	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	ANI		GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.64, 0.2; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.26, 0.23; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 77.16, 0.17; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.1, 0.15; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.7, 0.19	60.99	11	0.8691007147082351	
SPAdes-MetaBAT2Refined-S2.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__						GCA_003151425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425	78.98	0.59	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification defined by topology and ANI			48.86	11	0.8844917405154901	
SPAdes-MaxBin2Refined-S15.001_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			83.48	11	0.8593923611313604	
SPAdes-MaxBin2Refined-S15.004_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidisarcina;s__						GCF_003330725.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidisarcina;s__Acidisarcina polymorpha	78.52	0.05	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI			50.25	11	0.8802092373186419	
SPAdes-MaxBin2Refined-S15.010	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	taxonomic novelty determined using RED			84.26	11	0.8964532662136739	Genome has more than 13.3% of markers with multiple hits
SPAdes-MaxBin2Refined-S15.019_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__						GCA_003151425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425	78.74	0.52	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification defined by topology and ANI			82.03	11	0.8831268654906209	
SPAdes-MaxBin2Refined-S15.021_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			78.58	11	0.7713357718168397	
SPAdes-MaxBin2Refined-S15.026_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			70.99	11	0.7728001582574218	Genome has more than 15.8% of markers with multiple hits
SPAdes-MaxBin2Refined-S15.033_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__						GCA_004298435.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__Methylovirgula sp004298435	78.51	0.36	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__	taxonomic classification defined by topology and ANI		GCF_004135935.1, s__Methylovirgula ligni, 95.0, 78.07, 0.29	93.37	11	0.9691159345729314	
SPAdes-MaxBin2Refined-S15.034_sub	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__						GCA_903970495.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__CAJCIY01 sp903970495	76.67	0.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			87.27	11	0.8377698943369861	
SPAdes-MaxBin2Refined-S15.037_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			72.09	11	0.7722260070019283	
SPAdes-MaxBin2Refined-S15.043_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			75.1	11	0.8679575474943959	
SPAdes-MaxBin2Refined-S15.057_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__						GCA_003506895.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila sp003506895	84.26	0.71	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__	taxonomic classification defined by topology and ANI		GCF_009765975.1, s__Rhodopila sp009765975, 95.0, 78.93, 0.53; GCA_903932145.1, s__Rhodopila sp903932145, 95.0, 78.67, 0.49; GCF_002937115.1, s__Rhodopila globiformis, 95.0, 78.66, 0.51; GCA_903944925.1, s__Rhodopila sp903944925, 95.0, 78.4, 0.44; GCA_903851415.1, s__Rhodopila sp903851415, 95.0, 78.37, 0.41; GCA_903915725.1, s__Rhodopila sp903915725, 95.0, 78.34, 0.42	62.8	11	0.986918047393296	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
